Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,is_dnf,Description,Genres_Enriched,All_Tags
52190991,"Any Way the Wind Blows (Simon Snow, #3)",Rainbow Rowell,"Rowell, Rainbow",,1250254337.0,9781250254337.0,4,Wednesday Books,Hardcover,579.0,2021.0,2021.0,2021/07/14,2021/07/06,read-2021,read-2021 (#80),read,,,,3,0,False,Descrição não disponível (API 404),read-2021,read-2021|read-2021
44017627,"Wayward Son (Simon Snow, #2)",Rainbow Rowell,"Rowell, Rainbow",,1250146070.0,9781250146076.0,4,Wednesday Books,Hardcover,356.0,2019.0,2019.0,2021/07/14,2021/07/06,read-2021,read-2021 (#79),read,,,,3,0,False,Descrição não disponível (API 404),read-2021,read-2021|read-2021
52380731,"Kim Jiyoung, Born 1982",Cho Nam-Joo,"Nam-Joo, Cho",Jamie Chang,1487006993.0,9781487006990.0,4,Anansi International,Paperback,163.0,2020.0,2016.0,2025/08/01,2022/03/05,read-2025,read-2025 (#25),read,"so depressing, the horrors of women’s lives are so easily swept under the rug. this story pulls the rug back and shows the ugly parts of it, the injustice and how normalized all of it is, and even the most well meaning people are affected by a sick and misogynistic society. this book made me feel so much for kim jiyoung, she’s been through so much and it’s saddening how she’s just one of many.",,,1,0,False,Descrição não disponível (API 404),read-2025,read-2025|read-2025
32768522,"Carry On (Simon Snow, #1)",Rainbow Rowell,"Rowell, Rainbow",,1250135028.0,9781250135025.0,4,Wednesday Books,Paperback,528.0,2017.0,2015.0,2017/11/10,2018/11/22,,,read,,,,4,0,False,"Explore o incrível universo de Simon Snow, o feiticeiro mais poderoso (e menos habilidoso) da literatura, em nova edição. Simon Snow é o Escolhido. Segundo as lendas, ele é o feiticeiro que garantirá a paz no Mundo dos Magos. Isso seria extraordinário se Simon não fosse desastrado, esquecido e um feiticeiro pouco habilidoso, incapaz de controlar seus poderes. Ele está no penúltimo ano da Escola de Magia de Watford, e, ao lado de sua melhor amiga Penelope e sua namorada Agatha, já se meteu nas mais variadas aventuras e confusões — algumas causadas por Baz, seu arqui-inimigo e colega de quarto, outras pelo Oco, um ser maligno que há tempos tenta acabar com Simon. Quando chega o novo ano letivo e Baz não aparece na escola, Simon suspeita que o garoto esteja tramando alguma coisa contra ele. As coisas começam a tomar um rumo ainda mais estranho quando o espírito da mãe de Baz, antiga diretora de Watford, aparece para Simon afirmando que quem a matou continua à solta. Quando Baz finalmente chega a Watford sob circunstâncias misteriosas, Simon não vê alternativa a não ser ajudá-lo a vingar a morte da mãe — o que pode ser o primeiro passo para que verdades avassaladoras sobre o Mundo dos Magos sejam reveladas. E para que tudo mude entre os dois garotos.",Young Adult Fiction,|Young Adult Fiction
219824402,"Sorcery and Small Magics (The Wildersongs Trilogy, #1)",Maiga Doocy,"Doocy, Maiga",Ciaran Saward,,,4,Orbit,Audible Audio,12.0,2024.0,2024.0,2025/07/13,2025/07/04,read-2025,read-2025 (#24),read,"i loved this audiobook, the narrator did an outstanding job and brought so much to the experience, i listened to it for hours at work and while crocheting.<br/>the story is the definition of a cozy fantasy, while keeping you emotionally invested in the characters and the plot! it's no easy feat, this book feels like a warm blanket and at the same time breaks your heart. the world building is great and i love the characters so much, i can't wait to read more of their stories and see where maiga doocy takes the threads left by the first book. this was so fun!",,,1,0,False,Descrição não disponível (API 404),read-2025,read-2025|read-2025
63897910,"아기가 생겼어요 1 (Positively Yours, Vol. 1)",Jung  Lee,"Lee, Jung",Kangki,,9791127507886.0,4,재담북스,Paperback,224.0,2022.0,2022.0,2022/04/17,2025/07/05,"mangas, read-2022","mangas (#110), read-2022 (#43)",read,"THIS WAS SO CUTE!! i loved the art and the main couple is so sweet, doo-joon is giving that boy obsessed trope and i’m so here for it.<br/><br/>this is perfect for binge reading, i had so much fun with the main characters but the side characters are also really entertaining and interesting.",,,1,0,False,Descrição não disponível (API 404),"mangas, read-2022","mangas, read-2022|mangas, read-2022"
45009929,"The Old Guard, vol. 2: Force Multiplied",Greg Rucka,"Rucka, Greg",Leandro Fernández,153431377.0,9781534313774.0,4,Image Comics,Paperback,128.0,2020.0,2020.0,2025/05/15,2025/05/15,"comics, read-2025","comics (#92), read-2025 (#20)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2025","comics, read-2025|comics, read-2025"
33153548,"The Old Guard, vol. 1: Opening Fire",Greg Rucka,"Rucka, Greg",Leandro Fernández,,,4,Image Comics,Kindle Edition,169.0,2017.0,2017.0,2025/05/15,2025/05/15,"comics, read-2025","comics (#91), read-2025 (#19)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2025","comics, read-2025|comics, read-2025"
75505273,"A Nobleman's Guide to Seducing a Scoundrel (The Doomsday Books, #2)",K.J. Charles,"Charles, K.J.",,1728255902.0,9781728255903.0,4,Sourcebooks Casablanca,Kindle Edition,336.0,2023.0,2023.0,2023/09/21,2023/03/14,"romance, read-2023","romance (#59), read-2023 (#34)",read,,,,3,0,False,Descrição não disponível (API 404),"romance, read-2023","romance, read-2023|romance, read-2023"
57102663,"The Secret Lives of Country Gentlemen (The Doomsday Books, #1)",K.J. Charles,"Charles, K.J.",,1728255856.0,9781728255859.0,4,Sourcebooks,Paperback,331.0,2023.0,2023.0,2023/03/15,2022/12/08,"romance, read-2023","romance (#55), read-2023 (#6)",read,very cute! <3,,,3,0,False,Descrição não disponível (API 404),"romance, read-2023","romance, read-2023|romance, read-2023"
62991463,"The Six Deaths of the Saint (Into Shadow, #3)",Alix E. Harrow,"Harrow, Alix E.",,166250957.0,9781662509575.0,4,Amazon Original Stories,Kindle Edition,31.0,2022.0,2022.0,2025/04/17,2025/02/04,read-2025,read-2025 (#15),read,,,,1,0,False,Descrição não disponível (API 404),read-2025,read-2025|read-2025
223368554,"My Dear Detective: Mitsuko’s Case Files, Vol. 6",Natsumi Ito,"Ito, Natsumi",Samuel Messner,1960186191.0,9781960186195.0,5,Omoi,Kindle Edition,,2025.0,,2024/04/01,2025/04/14,"mangas, read-2024","mangas (#134), read-2024 (#63)",read,,,,1,0,False,Descrição não disponível (API 404),"mangas, read-2024","mangas, read-2024|mangas, read-2024"
124932739,I Hope This Doesn't Find You,Ann Liang,"Liang, Ann",,1338827154.0,9781338827156.0,4,Scholastic Press,Hardcover,320.0,2024.0,2024.0,2025/04/13,2025/03/28,"romance, read-2025","romance (#88), read-2025 (#11)",read,,,,1,0,False,Descrição não disponível (API 404),"romance, read-2025","romance, read-2025|romance, read-2025"
324900,"Fantastic Four, Vol. 1: Imaginauts",Mark Waid,"Waid, Mark","Mike Wieringo, Mark Buckingham",785110631.0,9780785110637.0,4,Marvel Enterprises,Paperback,192.0,2003.0,2003.0,2025/04/10,2025/04/10,"comics, read-2025","comics (#87), read-2025 (#12)",read,"very fun start, it has a good balance of action and emotional moments! their adventures are great and so is the character work, especially for reed and johnny, i’d like to see sue shine more, but i don’t think i’ll hold out hope for that. still, enjoyed this very much and i’m very excited to read the rest of mark waid’s run!",,,1,0,False,Descrição não disponível (API 404),"comics, read-2025","comics, read-2025|comics, read-2025"
60759266,This Time It's Real,Ann Liang,"Liang, Ann",,1338827111.0,9781338827118.0,4,Scholastic Press,Hardcover,352.0,2023.0,2023.0,2025/03/28,2023/04/26,"read-2025, romance","read-2025 (#10), romance (#90)",read,,,,1,0,False,Descrição não disponível (API 404),"read-2025, romance","read-2025, romance|read-2025, romance"
57652485,"Jujutsu Kaisen, Vol. 14",Gege Akutami,"Akutami, Gege",,1974725324.0,9781974725328.0,5,VIZ Media LLC,Paperback,192.0,2022.0,2021.0,2020/10/27,2021/01/01,"read-2020, mangas","read-2020 (#91), mangas (#41)",read,,,,1,0,False,Descrição não disponível (API 404),"read-2020, mangas","read-2020, mangas|read-2020, mangas"
214331246,"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,"Collins, Suzanne",,1546171460.0,9781546171461.0,5,Scholastic Press,Hardcover,387.0,2025.0,2025.0,2025/03/23,2024/06/07,read-2025,read-2025 (#9),read,,,,1,0,False,Descrição não disponível (API 404),read-2025,read-2025|read-2025
44451887,"Jujutsu Kaisen, Vol. 1",Gege Akutami,"Akutami, Gege",,1974710025.0,9781974710027.0,4,VIZ Media LLC,Paperback,192.0,2019.0,2018.0,2020/10/26,2021/01/01,"read-2020, mangas","read-2020 (#79), mangas (#28)",read,,,,2,0,False,Descrição não disponível (API 404),"read-2020, mangas","read-2020, mangas|read-2020, mangas"
213726350,"The Golden Raven (All for the Game, #5)",Nora Sakavic,"Sakavic, Nora",,,,4,,ebook,484.0,2025.0,2025.0,2025/02/22,2024/07/15,read-2025,read-2025 (#7),read,"such a good sequel for jean’s story, this is a great, emotional and messy story about the healing journey of complicated characters. i love every moment and enjoyed this book so much!!!",,,1,0,False,Descrição não disponível (API 404),read-2025,read-2025|read-2025
217045746,"Fantastic Four, Vol. 5: Aliens, Ghosts and Alternate Earths",Ryan North,"North, Ryan","Carlos Gómez, Ivan Fiorelli, Steven Cummings, Wayne Faucher, Jesus Arbutov, Brian Reber, Joe Caramagna",1302960652.0,9781302960650.0,4,Marvel,Paperback,144.0,2025.0,,2025/02/13,2025/02/13,"comics, read-2025","comics (#86), read-2025 (#6)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2025","comics, read-2025|comics, read-2025"
214847949,The Boy Wonder,Juni Ba,"Ba, Juni","Chris O'Halloran, Aditya Bidikar",177953003.0,9781779530035.0,4,DC Black Label,Hardcover,184.0,2025.0,2025.0,2025/01/02,2025/01/02,"comics, read-2025","comics (#85), read-2025 (#1)",read,"a short but very good exploration into damian’s character, how he feels about his family and what it means to be truly good when you were born and raised with the villains of the story, in a nuanced way. damian is a great character and i love it so much when writers delve deeper into this conundrum of trying to be good and i think juni ba did a great job, without being repetitive of previous stories but still easy to understand for people not familiar with the character.<br/><br/>the art is very cartoony in a way i felt it was appropriate for the story, this is a “fairytale” after all, it’s very beautiful, full of details and colorful!",,,1,0,False,Descrição não disponível (API 404),"comics, read-2025","comics, read-2025|comics, read-2025"
59558627,"The Lotus Empire (The Burning Kingdoms, #3)",Tasha Suri,"Suri, Tasha",,356515672.0,9780356515670.0,5,Orbit,Paperback,494.0,2024.0,2024.0,2024/12/26,2023/03/10,read-2024,read-2024 (#62),read,"very emotional conclusion, this book cemented the burning kingdom as one of my favorite fantasy series!! ",,,1,0,False,Descrição não disponível (API 404),read-2024,read-2024|read-2024
58272442,The Apothecary Diaries (Light Novel): Volume 3,Natsu Hyuuga,"Hyuuga, Natsu","Touco Shino, Kevin Steinbach",,,4,J-Novel Club,Kindle Edition,313.0,2021.0,2015.0,2024/12/09,2024/12/07,"mangas, read-2024","mangas (#132), read-2024 (#61)",read,,,,1,0,False,Descrição não disponível (API 404),"mangas, read-2024","mangas, read-2024|mangas, read-2024"
57221611,The Apothecary Diaries (Light Novel): Volume 2,Natsu Hyuuga,"Hyuuga, Natsu","Touco Shino, Kevin Steinbach",,,4,J-Novel Club,Kindle Edition,220.0,2021.0,2015.0,2024/12/07,2024/11/30,"mangas, read-2024","mangas (#131), read-2024 (#60)",read,,,,1,0,False,Descrição não disponível (API 404),"mangas, read-2024","mangas, read-2024|mangas, read-2024"
58093348,The Apothecary Diaries (Light Novel): Volume 1,Natsu Hyuuga,"Hyuuga, Natsu","Touco Shino, Kevin Steinbach",,,4,J-Novel Club,Kindle Edition,226.0,2021.0,2014.0,2024/11/30,2024/11/27,"mangas, read-2024","mangas (#130), read-2024 (#59)",read,,,,1,0,False,Descrição não disponível (API 404),"mangas, read-2024","mangas, read-2024|mangas, read-2024"
201914164,"The Sunshine Court (All For the Game, #4)",Nora Sakavic,"Sakavic, Nora",,,,4,,Unknown Binding,,2024.0,2024.0,2024/04/12,2024/03/07,read-2024,read-2024 (#15),read,,,,3,0,False,Descrição não disponível (API 404),read-2024,read-2024|read-2024
13541056,"Queen of Air and Darkness (The Dark Artifices, #3)",Cassandra Clare,"Clare, Cassandra",,1442468459.0,9781442468450.0,4,Margaret K. McElderry Books,Kindle Edition,893.0,2018.0,2018.0,2020/03/16,2020/03/17,read-2020,read-2020 (#34),read,,,,2,0,False,Descrição não disponível (API 404),read-2020,read-2020|read-2020
218129900,"My Dear Detective: Mitsuko’s Case Files, Vol. 5",Natsumi Ito,"Ito, Natsumi",Samuel Messner,1960186183.0,9781960186188.0,4,Omoi,Kindle Edition,,2024.0,,2024/07/31,2024/11/01,"mangas, read-2024","mangas (#129), read-2024 (#58)",read,,,,1,0,False,Descrição não disponível (API 404),"mangas, read-2024","mangas, read-2024|mangas, read-2024"
127278666,The Fox Wife,Yangsze Choo,"Choo, Yangsze",,1250266017.0,9781250266019.0,4,Henry Holt and Co.,Hardcover,390.0,2024.0,2024.0,2024/11/01,2024/02/20,read-2024,read-2024 (#57),read,,,,1,0,False,Descrição não disponível (API 404),read-2024,read-2024|read-2024
219360665,"The Unwanted Guest (The Locked Tomb, #3.5)",Tamsyn Muir,"Muir, Tamsyn",,,,4,Tor.com,ebook,32.0,2024.0,2023.0,2023/08/29,2023/09/24,read-2023,read-2023 (#35),read,,,,1,0,False,Descrição não disponível (API 404),read-2023,read-2023|read-2023
198509194,"Fantastic Four, Vol. 3: The Impossible is Probable",Ryan North,"North, Ryan","Iban Coello, Ivan Fiorelli, Francesco Mortarino, Carlos Gómez, Jesus Aburtov, Brian Reber, Joe Caramagna, Ariana Maher",1302955985.0,9781302955984.0,4,Marvel,Paperback,144.0,2024.0,,2024/04/17,2024/04/17,"comics, read-2024","comics (#59), read-2024 (#21)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
125190024,"Fantastic Four, Vol. 2: Four Stories About Hope",Ryan North,"North, Ryan","Iban Coello, Ivan Fiorelli, Leandro Fernández, Jesus Aburtov, Joe Caramagna",1302934929.0,9781302934927.0,4,Marvel,Paperback,136.0,2024.0,,2024/04/17,2024/04/17,"comics, read-2024","comics (#58), read-2024 (#20)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
62956849,"Fantastic Four, Vol. 1: Whatever Happened to the Fantastic Four?",Ryan North,"North, Ryan","Iban Coello, Ivan Fiorelli, Jesus Aburtov, Joe Caramagna",1302932632.0,9781302932633.0,4,Marvel,Paperback,152.0,2023.0,2023.0,2024/04/17,2024/04/16,"comics, read-2024","comics (#57), read-2024 (#19)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
199190261,"Wrath of the Triple Goddess (Percy Jackson and the Olympians: The Senior Year Adventures, #2)",Rick Riordan,"Riordan, Rick",,1368112382.0,9781368112383.0,4,Disney Hyperion,Hardcover,322.0,2024.0,2024.0,2024/09/25,2023/10/01,read-2024,read-2024 (#56),read,,,,1,0,False,Descrição não disponível (API 404),read-2024,read-2024|read-2024
44787053,Elemental Haiku: Poems to Honor the Periodic Table Three Lines at a Time,Mary Soon Lee,"Lee, Mary Soon",,1984856634.0,9781984856630.0,4,Ten Speed Press,Paperback,144.0,2019.0,2019.0,2024/09/17,2024/09/17,read-2024,read-2024 (#55),read,,,,1,0,False,Descrição não disponível (API 404),read-2024,read-2024|read-2024
44000538,Major Misconduct: The Human Cost of Fighting in Hockey,Jeremy Allingham,"Allingham, Jeremy",,1551527715.0,9781551527710.0,4,Arsenal Pulp Press,Paperback,248.0,2019.0,,2024/09/16,2024/09/15,"nonfiction, read-2024","nonfiction (#10), read-2024 (#54)",read,,,,1,0,False,Descrição não disponível (API 404),"nonfiction, read-2024","nonfiction, read-2024|nonfiction, read-2024"
210499003,"Fantastic Four, Vol. 4: Fortune Favors the Fantastic",Ryan North,"North, Ryan","Carlos Gómez, Ivan Fiorelli, Jesus Arbutov, Fer Sifuentes-Sujo, Joe Caramagna, Alex Ross",1302955993.0,9781302955991.0,4,Marvel,Paperback,112.0,2024.0,,2024/07/31,2024/08/14,"comics, read-2024","comics (#84), read-2024 (#53)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
55870104,"X-Men, Vol. 3",Jonathan Hickman,"Hickman, Jonathan","Phil Noto, Brett Booth, Francesco Mobili, Mahmud Asrar",1302924915.0,9781302924911.0,4,Marvel,Paperback,144.0,2021.0,2021.0,2024/07/29,2024/07/29,"comics, read-2024","comics (#80), read-2024 (#50)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
11674823,"X-23, Vol. 2: Chaos Theory",Marjorie M. Liu,"Liu, Marjorie M.","Sana Taleda, Phil Noto, John Rauch, Jody LeHeup",785152962.0,9780785152965.0,4,Marvel Enterprises,Hardcover,186.0,2012.0,2012.0,2024/07/26,2024/07/26,"comics, read-2024","comics (#78), read-2024 (#48)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
10147556,Daken/X-23: Collision,Marjorie M. Liu,"Liu, Marjorie M.",Giuseppe Camuncoli,785147071.0,9780785147077.0,4,Marvel Enterprises,Hardcover,112.0,2011.0,2011.0,2024/07/26,2024/07/25,"comics, read-2024","comics (#77), read-2024 (#47)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
9593394,"X-23, Vol. 1: The Killing Dream",Marjorie M. Liu,"Liu, Marjorie M.","Will Conrad, Alina Urusov, Sana Takeda, John Rauch, David López, Álvaro López",785152954.0,9780785152958.0,4,Marvel Enterprises,Hardcover,166.0,2011.0,2011.0,2024/07/26,2024/07/25,"comics, read-2024","comics (#76), read-2024 (#46)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
60896186,Married Thrice to Salted Fish 三嫁咸鱼,比卡比,"比卡比, 比卡比",,,,5,jjwxc,Web Novel,1332.0,2021.0,,2024/07/24,2023/12/05,"cnovels, read-2024","cnovels (#13), read-2024 (#43)",read,,,,1,0,False,Descrição não disponível (API 404),"cnovels, read-2024","cnovels, read-2024|cnovels, read-2024"
208918808,"The Duke at Hazard (Gentlemen of Uncertain Fortune, #2)",K.J. Charles,"Charles, K.J.",,1398715794.0,9781398715790.0,4,Orion,ebook,336.0,2024.0,2024.0,2024/07/20,2024/03/31,"romance, read-2024","romance (#76), read-2024 (#42)",read,,,,1,0,False,Descrição não disponível (API 404),"romance, read-2024","romance, read-2024|romance, read-2024"
58597742,"Haikyu!!, Vol. 1",Haruichi Furudate,"Furudate, Haruichi",,6555941294.0,9786555941296.0,5,JBC,Paperback,392.0,2021.0,,2021/08/12,2021/08/12,"mangas, read-2021","mangas (#94), read-2021 (#94)",read,,,,1,0,False,Descrição não disponível (API 404),"mangas, read-2021","mangas, read-2021|mangas, read-2021"
34715150,"The Magpie Lord (A Charm of Magpies, #1)",K.J. Charles,"Charles, K.J.",,995799024.0,9780995799028.0,4,KJC Books,ebook,271.0,2017.0,2013.0,2024/07/15,2024/07/15,"read-2024, romance","read-2024 (#41), romance (#80)",read,,,,1,0,False,Descrição não disponível (API 404),"read-2024, romance","read-2024, romance|read-2024, romance"
30312891,"Lord of Shadows (The Dark Artifices, #2)",Cassandra Clare,"Clare, Cassandra",,1442468408.0,9781442468405.0,5,Margaret K. McElderry Books,Hardcover,699.0,2017.0,2017.0,2020/03/14,2020/03/17,read-2020,read-2020 (#35),read,,,,4,0,False,Descrição não disponível (API 404),read-2020,read-2020|read-2020
25494343,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,"Clare, Cassandra",,1442468351.0,9781442468351.0,4,Margaret K. McElderry Books,Hardcover,688.0,2016.0,2016.0,2020/03/12,2020/03/12,read-2020,read-2020 (#36),read,,,,4,0,False,Descrição não disponível (API 404),read-2020,read-2020|read-2020
49088978,"X-Men, Vol. 2",Jonathan Hickman,"Hickman, Jonathan","Leinil Francis Yu, Mahmud Asrar",1302919822.0,9781302919825.0,4,Marvel Universe,Paperback,152.0,2020.0,2020.0,2024/06/08,2024/06/08,"comics, read-2024","comics (#72), read-2024 (#39)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
51299101,"X-Men, Vol. 1",Jonathan Hickman,"Hickman, Jonathan","Leinil Francis Yu, Gerry Alanguilan, R.B. Silva, Matteo Buffagni, Sunny Gho, Marte Gracia",1302919814.0,9781302919818.0,4,Marvel,Paperback,176.0,2020.0,2020.0,2024/06/07,2024/06/07,"comics, read-2024","comics (#71), read-2024 (#38)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
180633984,A Crane Among Wolves,June Hur,"Hur, June",,1250858100.0,9781250858108.0,5,Feiwel & Friends,Kindle Edition,363.0,2024.0,2024.0,2024/06/04,2022/01/03,read-2024,read-2024 (#36),read,JUNE HUR YOU HAVE DONE IT AGAIN!!!!!,,,1,0,False,Descrição não disponível (API 404),read-2024,read-2024|read-2024
60468306,Knights of X,Tini Howard,"Howard, Tini",Bob Quinn,1302934686.0,9781302934682.0,4,Marvel,Paperback,152.0,2022.0,2022.0,2024/06/02,2024/06/02,"comics, read-2024","comics (#70), read-2024 (#35)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
58505905,"Excalibur, Vol. 4",Tini Howard,"Howard, Tini","Mahmud Asrar, Marcus To",1302927906.0,9781302927905.0,4,Marvel,Paperback,136.0,2022.0,,2024/06/02,2024/06/02,"comics, read-2024","comics (#69), read-2024 (#34)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
55425934,"Excalibur, Vol. 3",Tini Howard,"Howard, Tini","Mahmud Asrar, Marcus To",1302924842.0,9781302924843.0,4,Marvel,Paperback,160.0,2021.0,2021.0,2024/06/02,2024/06/02,"comics, read-2024","comics (#68), read-2024 (#33)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
52851829,X-Men: X of Swords,Jonathan Hickman,"Hickman, Jonathan","Pepe Larraz, Marcus To, Adam Kubert, Stephen Segovia, David Baldeón, Tini Howard, Gerry Duggan, Benjamin Percy, Zeb Wells, Leah Williams",1302927175.0,9781302927172.0,4,Marvel,Hardcover,408.0,2021.0,2021.0,2024/06/02,2024/05/29,"comics, read-2024","comics (#67), read-2024 (#32)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
48717583,"Excalibur, Vol. 2",Tini Howard,"Howard, Tini","Marcus To, Erick Arcieniega, Wilton Santos, Oren Junior, Sean Parsons, Roberto Poggi, Victor Nava, Cory Petit, Joe Sabino",1302921460.0,9781302921460.0,4,Marvel Universe,Paperback,160.0,2020.0,2020.0,2024/05/29,2024/05/29,"comics, read-2024","comics (#66), read-2024 (#31)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
51299154,"Excalibur, Vol. 1",Tini Howard,"Howard, Tini","Marcus To, Erick Arciniega",1302919911.0,9781302919917.0,4,Marvel,Paperback,176.0,2020.0,2020.0,2024/05/29,2024/05/29,"comics, read-2024","comics (#65), read-2024 (#30)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
210907215,"My Dear Detective: Mitsuko’s Case Files, Vol. 4",Natsumi Ito,"Ito, Natsumi",Samuel Messner,1960186124.0,9781960186126.0,4,Omoi,Kindle Edition,0.0,2024.0,,2024/06/18,2024/05/05,"mangas, read-2024","mangas (#128), read-2024 (#27)",read,,,,1,0,False,Descrição não disponível (API 404),"mangas, read-2024","mangas, read-2024|mangas, read-2024"
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,1984806750.0,9781984806758.0,4,Berkley,Paperback,361.0,2021.0,2021.0,2021/09/23,2021/09/22,romance,romance (#1),read,i really loved this book! alex and poppy made me believe in love and in the best friends to lovers trope!!,,,2,0,False,Descrição não disponível (API 404),romance,romance|romance
58807482,Silent Reading [默读],Priest,"Priest, Priest",,,,5,,ebook,1540.0,,,2021/02/12,2021/01/06,"read-2021, cnovels","read-2021 (#6), cnovels (#7)",read,,,,1,0,False,Descrição não disponível (API 404),"read-2021, cnovels","read-2021, cnovels|read-2021, cnovels"
58690308,Book Lovers,Emily Henry,"Henry, Emily",,593334833.0,9780593334836.0,4,Berkley,Paperback,377.0,2022.0,2022.0,2022/05/15,2021/09/24,"romance, read-2022","romance (#7), read-2022 (#48)",read,,,,2,0,False,Descrição não disponível (API 404),"romance, read-2022","romance, read-2022|romance, read-2022"
194802722,Funny Story,Emily Henry,"Henry, Emily",,,,4,Berkley,Kindle Edition,395.0,2024.0,2024.0,2024/04/25,2023/10/07,"romance, read-2024","romance (#72), read-2024 (#24)",read,,,,1,0,False,Descrição não disponível (API 404),"romance, read-2024","romance, read-2024|romance, read-2024"
42974594,Quicksilver: No Surrender,Saladin Ahmed,"Ahmed, Saladin","Eric Nguyen, Martin Simmonds",1302507230.0,9781302507237.0,4,Marvel,Kindle Edition,108.0,2018.0,2018.0,2024/03/01,2024/03/01,"comics, read-2024","comics (#51), read-2024 (#13)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2024","comics, read-2024|comics, read-2024"
48909025,A Far Wilder Magic,Allison Saft,"Saft, Allison",,1250623650.0,9781250623652.0,4,Wednesday Books,Hardcover,384.0,2022.0,2022.0,2024/01/15,2024/01/06,read-2024,read-2024 (#1),read,,,,1,0,False,Descrição não disponível (API 404),read-2024,read-2024|read-2024
53344030,"Heartstopper: Volume Five (Heartstopper, #5)",Alice Oseman,"Oseman, Alice",,1444957651.0,9781444957655.0,5,Hodder Children's Books,Paperback,336.0,2023.0,2023.0,2023/12/15,2023/12/11,"comics, read-2023","comics (#41), read-2023 (#50)",read,,,,1,0,False,Descrição não disponível (API 404),"comics, read-2023","comics, read-2023|comics, read-2023"
199352407,"My Dear Detective: Mitsuko's Case Files, Vol. 3 (My Dear Detective: Mitsuko’s Case Files)",Natsumi Ito,"Ito, Natsumi",Samuel Messner,1960186108.0,9781960186102.0,4,Omoi,Kindle Edition,174.0,2023.0,,2023/06/18,2023/11/25,"mangas, read-2023","mangas (#126), read-2023 (#48)",read,,,,1,0,False,Descrição não disponível (API 404),"mangas, read-2023","mangas, read-2023|mangas, read-2023"
186884615,"My Dear Detective: Mitsuko’s Case Files, Vol. 2",Natsumi Ito,"Ito, Natsumi",Samuel Messner,1960186027.0,9781960186027.0,4,Omoi,Kindle Edition,180.0,2023.0,2023.0,2023/06/18,2023/11/25,"mangas, read-2023","mangas (#125), read-2023 (#47)",read,,,,1,0,False,Descrição não disponível (API 404),"mangas, read-2023","mangas, read-2023|mangas, read-2023"
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,439023483.0,9780439023481.0,5,Scholastic Press,Hardcover,374.0,2008.0,2008.0,2023/11/22,2023/11/17,read-2023,read-2023 (#46),read,,,,1,0,False,Descrição não disponível (API 404),read-2023,read-2023|read-2023
