Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,is_dnf
197522481,"Skip and Loafer, Vol. 9",Misaki Takamatsu,"Takamatsu, Misaki","高松美咲, Nicole Frasik, T. Campbell, Vanessa Satone, Hanase Qi, Danielle King, Brennan Thome, Shanti Whitesides",,9798888437698,4,Seven Seas,Paperback,184.0,2024.0,2024.0,2023/09/30,2023/09/29,"mangas, read-2023","mangas (#123), read-2023 (#38)",read,,,,1,0,False
58260560,"Prince of Thorns & Nightmares (Prince, #2)",Linsey Miller,"Miller, Linsey",,,,3,Disney Press,Hardcover,432.0,2023.0,2023.0,2023/10/11,2023/08/29,"romance, read-2023","romance (#69), read-2023 (#41)",read,"this book is a good idea with mediocre execution, there are things that could have been interesting if everything in this book wasn’t so surface-level. it’s an enjoyable read but it left me with the feeling that it could’ve been much better.",,,1,0,False
58662507,"Nona the Ninth (The Locked Tomb, #3)",Tamsyn Muir,"Muir, Tamsyn",,1250854113,9781250854117,5,Tordotcom,Hardcover,480.0,2022.0,2022.0,2023/06/26,2023/05/26,"read-2023, favorites","read-2023 (#14), favorites (#9)",read,"nona i love you <3<br/>this book is hilarious and heartbreaking. i can’t wait for the last book (even though i’m not ready for this to be over!!), every part of this entire series so far has driven me insane.",,,1,0,False
63035432,"The Chalice of the Gods (Percy Jackson and the Olympians: The Senior Year Adventures, #1)",Rick Riordan,"Riordan, Rick",,1368098177,9781368098175,4,Disney Hyperion,Hardcover,288.0,2023.0,2023.0,2023/10/01,2023/04/28,read-2023,read-2023 (#36),read,,,,1,0,False
125078067,"Skip and Loafer, Vol. 8",Misaki Takamatsu,"Takamatsu, Misaki","高松美咲, Nicole Frasik, T. Campbell, Vanessa Satone, Hanase Qi, Danielle King, Shanti Whitesides, Melanie Ujimori, Jules Valera, Brennan Thome, John Ramirez, J.P. Sullivan, Julie Davis, Adam Arnold, Jason DeAngelis",,9798888430316,4,Seven Seas,Paperback,184.0,2023.0,2023.0,2023/09/29,2023/09/29,"mangas, read-2023","mangas (#122), read-2023 (#37)",read,,,,1,0,False
30256105,"The Last of August (Charlotte Holmes, #2)",Brittany Cavallaro,"Cavallaro, Brittany",,0062398946,9780062398949,4,HarperCollins,Hardcover,317.0,2017.0,2017.0,2022/01/12,2022/01/11,read-2022,read-2022 (#3),read,,,,1,0,False
19463818,"Death Note, Vol. 2: Confluence",Tsugumi Ohba,"Ohba, Tsugumi",Takeshi Obata,,,3,VIZ Media: SHONEN JUMP,Kindle Edition,200.0,2011.0,2004.0,2021/02/12,2021/02/10,"read-2021, mangas","read-2021 (#7), mangas (#44)",read,,,,1,0,False
23272028,"A Study in Charlotte (Charlotte Holmes, #1)",Brittany Cavallaro,"Cavallaro, Brittany",,0062398903,9780062398901,4,Katherine Tegen Books,Hardcover,336.0,2016.0,2016.0,2022/01/11,2021/09/22,read-2022,read-2022 (#2),read,i’ve unlocked a new obsession i love this book,,,2,0,False
44033470,The Sword of Kaigen,M.L. Wang,"Wang, M.L.",,172019386,9781720193869,5,Independently Published,Paperback,631.0,2019.0,2019.0,2021/06/16,2020/12/15,"read-2021, favorites","read-2021 (#75), favorites (#5)",read,i just want to say i read this book almost one year ago and today i still cried thinking about it. ,,,1,0,False
18080906,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,0007445725,9780007445721,4,Harper Voyager,Kindle Edition,819.0,2012.0,1996.0,2023/08/02,2023/07/24,read-2023,read-2023 (#33),read,,,,1,0,False
60099660,If You Could See the Sun,Ann Liang,"Liang, Ann",,1335915842,9781335915849,4,Inkyard Press,Hardcover,346.0,2022.0,2022.0,2022/12/31,2023/07/28,read-2022,read-2022 (#63),read,,,,2,0,False
63030574,"Skip and Loafer, Vol. 7",Misaki Takamatsu,"Takamatsu, Misaki",Nicole Frasik,1685794955,9781685794958,4,Seven Seas,Paperback,184.0,2023.0,2022.0,2023/07/21,2023/07/21,"mangas, read-2023","mangas (#121), read-2023 (#32)",read,,,,1,0,False
60610654,"Skip and Loafer, Vol. 6",Misaki Takamatsu,"Takamatsu, Misaki",Nicole Frasik,1638587892,9781638587897,4,Seven Seas,Paperback,184.0,2022.0,2021.0,2023/07/21,2023/07/21,"mangas, read-2023","mangas (#120), read-2023 (#31)",read,,,,1,0,False
59629924,"Skip and Loafer, Vol. 5",Misaki Takamatsu,"Takamatsu, Misaki",Nicole Frasik,1638583714,9781638583714,4,Seven Seas,Paperback,184.0,2022.0,2021.0,2023/07/21,2023/07/20,"mangas, read-2023","mangas (#119), read-2023 (#30)",read,,,,1,0,False
59144156,"Skip and Loafer, Vol. 4",Misaki Takamatsu,"Takamatsu, Misaki",,1638582033,9781638582038,4,Seven Seas,Paperback,184.0,2022.0,2020.0,2023/07/20,2023/07/20,"mangas, read-2023","mangas (#118), read-2023 (#29)",read,,,,1,0,False
59144154,"Skip and Loafer, Vol. 3",Misaki Takamatsu,"Takamatsu, Misaki","高松美咲, Nicole Frasik, T. Campbell",1638581169,9781638581161,4,Seven Seas,Paperback,184.0,2022.0,2020.0,2023/07/20,2023/07/19,"mangas, read-2023","mangas (#117), read-2023 (#28)",read,,,,1,0,False
57492148,"Skip and Loafer, Vol. 2",Misaki Takamatsu,"Takamatsu, Misaki",,1648276210,9781648276217,4,Seven Seas,Paperback,184.0,2021.0,2019.0,2023/07/19,2023/07/18,"mangas, read-2023","mangas (#116), read-2023 (#27)",read,,,,1,0,False
56986485,"Skip and Loafer, Vol. 1",Misaki Takamatsu,"Takamatsu, Misaki","Nicole Frasik, T. Campbell",1648275885,9781648275883,4,Seven Seas,Paperback,200.0,2021.0,2019.0,2023/07/18,2022/11/21,mangas,mangas (#114),read,,,,1,0,False
134115642,"Sasaki and Miyano, Vol. 9",Shou Harusono,"Harusono, Shou",Leighann Harvey,1975364791,9781975364793,3,Yen Press,Paperback,130.0,2023.0,2022.0,,2022/07/30,"mangas, read-2022","mangas (#113), read-2022 (#50)",read,,,,1,0,False
60522028,"Sasaki and Miyano, Vol. 6",Shou Harusono,"Harusono, Shou",Leighann Harvey,1975341929,9781975341923,4,Yen Press,Paperback,146.0,2022.0,2020.0,2022/01/30,2022/01/30,"mangas, read-2022","mangas (#105), read-2022 (#22)",read,,,,1,0,False
59418309,"Sasaki and Miyano, Vol. 5",Shou Harusono,"Harusono, Shou",,1975341902,9781975341909,4,Yen Press,Paperback,130.0,2022.0,2019.0,2022/01/30,2022/01/29,"mangas, read-2022","mangas (#104), read-2022 (#21)",read,,,,1,0,False
61991400,"Sasaki and Miyano, Vol. 7",Shou Harusono,"Harusono, Shou",,1975341945,9781975341947,4,Yen Press,Paperback,178.0,2023.0,2020.0,2022/01/30,2022/01/30,"mangas, read-2022","mangas (#106), read-2022 (#23)",read,,,,1,0,False
64007898,"Sasaki and Miyano, Vol. 8",Shou Harusono,"Harusono, Shou",Leighann Harvey,1975361032,9781975361037,4,Yen Press,Paperback,146.0,2023.0,2021.0,2022/01/30,2022/01/30,"mangas, read-2022","mangas (#107), read-2022 (#24)",read,,,,1,0,False
49203369,"Tools of Engagement (Hot & Hammered, #3)",Tessa Bailey,"Bailey, Tessa",,0062872931,9780062872937,2,Avon,Paperback,368.0,2020.0,2020.0,2023/07/14,2023/07/14,"read-2023, romance","read-2023 (#24), romance (#68)",read,,,,1,0,False
58283080,"Hook, Line, and Sinker (Bellinger Sisters, #2)",Tessa Bailey,"Bailey, Tessa",,0063045699,9780063045699,4,Avon,Paperback,353.0,2022.0,2022.0,2023/07/14,2023/07/13,"read-2023, romance","read-2023 (#23), romance (#67)",read,,,,1,0,False
55659629,"It Happened One Summer (Bellinger Sisters, #1)",Tessa Bailey,"Bailey, Tessa",,0063045656,9780063045651,4,Avon,Paperback,397.0,2021.0,2021.0,2023/07/13,2023/05/31,"romance, read-2023","romance (#62), read-2023 (#22)",read,,,,1,0,False
123272450,"My Dear Detective: Mitsuko’s Case Files, Vol. 1",Natsumi Ito,"Ito, Natsumi",,1960186000,9781960186003,4,Omoi,Kindle Edition,0.0,2023.0,2021.0,2023/06/18,2023/06/18,"mangas, read-2023","mangas (#115), read-2023 (#15)",read,"i NEED people to read this manga!! mitsuko and saku are the funniest detective/assistant duo and i love their relationship with all my heart. the art is so stunning! though the mysteries are short (usually one to three chapters) they are captivating and fun to read! the story is funny and light but also very touching at times. i’m so obsessed with it, i recommend it to everyone!!",,,1,0,False
57370115,Highly Suspicious and Unfairly Cute,Talia Hibbert,"Hibbert, Talia",,,9780593482346,3,Joy Revolution,ebook,336.0,2023.0,2023.0,2023/07/03,2023/07/03,"read-2023, romance","read-2023 (#19), romance (#65)",read,"this book is so sweet! i love celine and brad, they are great characters and their romance is so cute, they feel like real teenagers, they are funny, flawed and lovable. talia hibbert is one of my favorite romance authors and i’m not usually into young adult romance, but she did her magic. it’s a fast and fun read, even if it’s not one of my favorites ever i don’t regret it!",,,1,0,False
62039417,"Wolfsong (Green Creek, #1)",T.J. Klune,"Klune, T.J.",,1250890314,9781250890313,2,Tor Books,Hardcover,528.0,2023.0,2016.0,2023/07/07,2023/07/07,"read-2023, romance","read-2023 (#21), romance (#66)",read,,,,1,0,False
55761476,"Kill Joy (A Good Girl's Guide to Murder, #0.5)",Holly  Jackson,"Jackson, Holly",,,,3,Electric Monkey,Kindle Edition,130.0,2021.0,2021.0,2023/07/04,2023/07/04,read-2023,read-2023 (#20),read,,,,1,0,False
53914936,"Act Your Age, Eve Brown (The Brown Sisters, #3)",Talia Hibbert,"Hibbert, Talia",,0062941275,9780062941275,4,Avon,Paperback,377.0,2021.0,2021.0,2021/05/05,2021/05/03,"read-2021, romance","read-2021 (#64), romance (#3)",read,eve and jacob’s romance was so cute! they were funny and the love they had for each other could be felt through the pages.,,,2,0,False
34325090,"I Was Born for This (I Was Born for This, #1)",Alice Oseman,"Oseman, Alice",,0008244103,9780008244101,5,Harper Collins Children's Books,Kindle Edition,396.0,2018.0,2018.0,2019/01/01,2018/11/22,favorites,favorites (#10),read,,,,1,0,False
60690784,"Kiss the Sky (Calloway Sisters, #1)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,,,2,K.B. Ritchie ,Kindle Edition,443.0,2022.0,2014.0,2021/10/06,2021/10/05,"romance, read-2021","romance (#18), read-2021 (#115)",read,,,,1,0,False
67409685,"Boa garota nunca mais (Manual de assassinato para boas garotas, #3)",Holly  Jackson,"Jackson, Holly",Karoline Melo,6555604417,9786555604412,4,Intrínseca,Paperback,496.0,2023.0,2021.0,2023/07/02,2022/11/07,read-2023,read-2023 (#18),read,,,,1,0,False
58662978,"As Yet Unsent (The Locked Tomb, #2.5)",Tamsyn Muir,"Muir, Tamsyn",,,,4,Tor.com,ebook,24.0,2022.0,2021.0,2023/06/26,2023/06/27,read-2023,read-2023 (#17),read,,,,1,0,False
53465671,"The Mysterious Study of Doctor Sex (The Locked Tomb, #0.5)",Tamsyn Muir,"Muir, Tamsyn",,,,4,Tor Books,ebook,28.0,2020.0,2020.0,2023/06/26,2023/06/26,read-2023,read-2023 (#16),read,,,,1,0,False
58800142,"Astrid Parker Doesn't Fail (Bright Falls, #2)",Ashley Herring Blake,"Blake, Ashley Herring",,,,3,Berkley,Kindle Edition,400.0,2022.0,2022.0,2023/01/26,2022/12/01,"romance, read-2023","romance (#54), read-2023 (#1)",read,,,,1,0,False
63028719,"The Sun and the Star (The Nico di Angelo Adventures, #1)",Rick Riordan,"Riordan, Rick",Mark Oshiro,1368081347,9781368081344,4,Disney Hyperion,Kindle Edition,480.0,2023.0,2023.0,2023/05/14,2022/09/30,read-2023,read-2023 (#9),read,,,,1,0,False
25602622,"Monthly Girls' Nozaki-kun, Vol. 1",Izumi Tsubaki,"Tsubaki, Izumi",Leighann Harvey,0316309478,9780316309479,3,Yen Press,Paperback,144.0,2015.0,2012.0,2021/04/30,2021/04/04,"mangas, read-2021","mangas (#80), read-2021 (#61)",read,,,,1,0,False
17675462,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,0545424925,9780545424929,5,Scholastic Press,Hardcover,409.0,2012.0,2012.0,2018/01/01,2018/11/22,,,read,,,,2,0,False
55575967,"Chainsaw Man, Vol. 1: Dog and Chainsaw",Tatsuki Fujimoto,"Fujimoto, Tatsuki",,,,3,VIZ Media: SHONEN JUMP,Kindle Edition,192.0,2020.0,2019.0,2021/03/11,2021/02/27,"mangas, read-2021","mangas (#68), read-2021 (#34)",read,,,,1,0,False
59365783,"Fence, Vol. 5: Rise",C.S. Pacat,"Pacat, C.S.",Johanna the Mad,1684158435,9781684158430,4,BOOM!Box,Paperback,112.0,2022.0,2022.0,2023/04/05,2022/04/15,"comics, read-2023","comics (#35), read-2023 (#8)",read,,,,1,0,False
44785311,"Hither, Page (Page & Sommers, #1)",Cat Sebastian,"Sebastian, Cat",,1386666920,9781386666929,3,,ebook,232.0,2019.0,2019.0,2023/01/27,2022/10/09,"romance, read-2023","romance (#51), read-2023 (#2)",read,,,,1,0,False
17699859,"Chain of Thorns (The Last Hours, #3)",Cassandra Clare,"Clare, Cassandra",,1406358118,9781406358117,3,Walker Books,Hardcover,778.0,2023.0,2023.0,2023/02/02,2021/03/23,read-2023,read-2023 (#3),read,,,,1,0,False
60399181,"The World We Make (Great Cities, #2)",N.K. Jemisin,"Jemisin, N.K.",,035651269,9780356512693,5,Orbit,Hardcover,357.0,2022.0,2022.0,2022/12/13,2022/04/11,read-2022,read-2022 (#62),read,"this entire series just might be one of my favorite things in fantasy! i’m obsessed with it, not enough words to describe how much i loved reading this!!",,,1,0,False
57899793,All My Rage,Sabaa Tahir,"Tahir, Sabaa",,0593202341,9780593202340,5,Razorbill,Hardcover,376.0,2022.0,2022.0,2022/12/04,2022/03/07,read-2022,read-2022 (#61),read,,,,1,0,False
54756850,"Delilah Green Doesn't Care (Bright Falls, #1)",Ashley Herring Blake,"Blake, Ashley Herring",,0593336402,9780593336403,4,Berkley,Paperback,375.0,2022.0,2022.0,2022/12/01,2021/12/30,"romance, read-2022","romance (#32), read-2022 (#60)",read,,,,1,0,False
59365195,"Bloodmarked (The Legendborn Cycle, #2)",Tracy Deonn,"Deonn, Tracy",,1534441638,9781534441637,5,Simon & Schuster Books for Young Readers,Hardcover,576.0,2022.0,2022.0,2022/11/26,2021/05/06,read-2022,read-2022 (#58),read,,,,1,0,False
53058846,"Throttled (Dirty Air, #1)",Lauren Asher,"Asher, Lauren",,,,1,,ebook,355.0,2020.0,2020.0,2022/11/23,2022/11/23,"read-2022, romance","read-2022 (#59), romance (#53)",read,"“No wonder barely any women have jobs in the F1 industry. I doubt I’d be productive working around this hotness day in, day out.”<br/><br/>this is the thesis of the whole book, basically. i’ll never trust booktok recommendations again. a romance that is mediocre at best with extremely boring characters and inexistent plot cannot be enough to excuse the rampant misogyny, slutshaming, the “i’m not like other girls” and machismo in this book. besides the horrible stuff, the main couple might be one of the worst i’ve ever read, i was cringing through all their scenes, it was painful to read it. overall, how this book managed to become so popular while being so boring and misogynistic in the year of our lord 2022 is a phenomenon that should be studied by the academics.",,,1,0,False
61796767,"Boa garota, segredo mortal (Manual de assassinato para boas garotas, #2)",Holly  Jackson,"Jackson, Holly",Karoline Melo,6555603771,9786555603774,3,Intrínseca,Kindle Edition,421.0,2022.0,2020.0,2022/11/07,2022/09/18,read-2022,read-2022 (#57),read,,,,1,0,False
31373240,"Greywaren (Dreamer Trilogy, #3)",Maggie Stiefvater,"Stiefvater, Maggie",,1338188410,9781338188417,5,Scholastic Press,Kindle Edition,336.0,2022.0,2022.0,2022/10/20,2021/05/19,read-2022,read-2022 (#56),read,,,,1,0,False
55648820,Seven Days in June,Tia Williams,"Williams, Tia",,,,4,Grand Central Publishing,Hardcover,336.0,2021.0,2021.0,2022/09/30,2022/07/07,"romance, read-2022","romance (#45), read-2022 (#55)",read,,,,1,0,False
58884661,"Blue Period, Vol. 8",Tsubasa Yamaguchi,"Yamaguchi, Tsubasa",,1646512928,9781646512928,4,Kodansha Comics,Paperback,208.0,2022.0,2020.0,2021/03/10,2021/02/18,"mangas, read-2021","mangas (#62), read-2021 (#46)",read,,,,1,0,False
60506933,"Blue Period, Vol. 9",Tsubasa Yamaguchi,"Yamaguchi, Tsubasa",,1646513959,9781646513956,4,Kodansha Comics,Paperback,198.0,2022.0,2021.0,2021/08/11,2021/04/18,"mangas, read-2021","mangas (#87), read-2021 (#88)",read,,,,1,0,False
61048568,"Blue Period, Vol. 10",Tsubasa Yamaguchi,"Yamaguchi, Tsubasa",,1646513967,9781646513963,5,Kodansha Comics,Paperback,216.0,2022.0,2021.0,2021/08/16,2021/08/11,"mangas, read-2021","mangas (#88), read-2021 (#96)",read,yotasuke’s character development was incredible and it made me cry!!,,,1,0,False
61048553,"Blue Period, Vol. 11",Tsubasa Yamaguchi,"Yamaguchi, Tsubasa",,1646515668,9781646515660,5,Kodansha Comics,Paperback,200.0,2022.0,2021.0,2021/09/22,2021/08/18,"mangas, read-2021","mangas (#95), read-2021 (#102)",read,,,,1,0,False
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,1423101464,9781423101468,4,Hyperion Books for Children,Hardcover,361.0,2008.0,2008.0,2016/01/01,2020/05/20,,,read,,,,1,0,False
61767292,"Icebreaker (Maple Hills, #1)",Hannah  Grace,"Grace, Hannah",,,,2,Pig & Bear Publishing,Kindle Edition,447.0,2022.0,2022.0,2022/09/22,2022/08/25,"romance, read-2022","romance (#49), read-2022 (#54)",read,"not gonna lie, i only finished this book because i had nothing better to do. it’s dramatically boring and i can’t remember half the stuff that happened by now. ",,,1,0,False
54823479,The Witch King (Witch King #1),H.E. Edgmon,"Edgmon, H.E.",,1335212795,9781335212795,2,Inkyard Press,Hardcover,421.0,2021.0,2021.0,2021/06/14,2020/10/31,read-2021,read-2021 (#74),read,,,,1,0,False
60734818,"Manual de assassinato para boas garotas (Manual de assassinato para boas garotas, #1)",Holly  Jackson,"Jackson, Holly","Diego Magalhães, Karoline Melo",,,4, Intrínseca,Paperback,448.0,2022.0,2019.0,2022/09/19,2022/09/11,read-2022,read-2022 (#53),read,,,,1,0,False
53446712,"The Oleander Sword (The Burning Kingdoms, #2)",Tasha Suri,"Suri, Tasha",,0316538531,9780316538534,5,Orbit,Kindle Edition,513.0,2022.0,2022.0,2022/09/11,2022/01/30,"read-2022, favorites","read-2022 (#52), favorites (#7)",read,"it took me almost a month to finish this book and five hundred pages for this book to finish me.<br/><br/>the second book is almost never as good as the first, but the oleander sword is even better than its predecessor. the stakes are higher than ever, the plot is intense and takes many unpredictable turns, and you fall even more deeply in love with the characters as they are put through the war for the throne.<br/><br/>this book has such beautiful romances and friendships, it raised the bar for love in fantasy and all these relationships make the plot even more heart-wrenching, as they change the war and are changed by it.<br/><br/>at the end, i don’t have enough words to properly describe how much i love the oleander sword. i can’t recommend the burning kingdom enough, one of my favorite series!!",,,1,0,False
29725908,"Always Raining Here, Volume 1",Hazel + Bell,"Bell, Hazel +",Hazel,0995042705,9780995042704,3,Hazel + Bell,Paperback,96.0,2016.0,2012.0,2019/01/01,2018/11/22,,,read,,,,1,0,False
41219208,"A Cidade de Bronze (Trilogia de Daevabad, #1)",S.A. Chakraborty,"Chakraborty, S.A.",Mariana Kohnert,8592795429,9788592795429,4,Morro Branco,Hardcover,608.0,2018.0,2017.0,2022/07/29,2020/12/10,read-2022,read-2022 (#49),read,,,,1,0,False
53310061,"Dial A for Aunties (Aunties, #1)",Jesse Q. Sutanto,"Sutanto, Jesse Q.",,0593336739,9780593336731,3,Berkley,Hardcover,299.0,2021.0,2021.0,2022/03/22,2021/10/24,read-2022,read-2022 (#34),read,,,,1,0,False
561456,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,,,5,Puffin Books,Kindle Edition,352.0,2007.0,2007.0,2016/01/01,2020/05/20,,,read,,,,2,0,False
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,0786856866,9780786856862,4,Hyperion Books,Hardcover,279.0,2006.0,2006.0,2016/01/01,2020/05/20,,,read,,,,2,0,False
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,0786838655,9780786838653,4,Disney Hyperion Books,Paperback,377.0,2006.0,2005.0,2016/01/12,2020/05/20,,,read,,,,2,0,False
58034464,"Nós somos a cidade (Grandes Cidades, #1)",N.K. Jemisin,"Jemisin, N.K.",Helen Pandolfi,8556511198,9788556511195,5,Suma,Paperback,334.0,2021.0,2020.0,2021/10/04,2020/10/27,"read-2021, favorites","read-2021 (#111), favorites (#6)",read,,,,1,0,False
50027029,"You Deserve Each Other (You Deserve Each Other, #1)",Sarah Hogle,"Hogle, Sarah",,,,4,G.P. Putnam's Sons,Kindle Edition,368.0,2020.0,2020.0,2022/04/20,2022/01/24,"romance, read-2022","romance (#34), read-2022 (#46)",read,,,,1,0,False
56978042,Icebreaker,A.L. Graziadei,"Graziadei, A.L.",,1250777119,9781250777119,4,Godwin Books,Hardcover,320.0,2022.0,2022.0,2022/04/18,2022/04/15,"read-2022, romance","read-2022 (#45), romance (#44)",read,,,,1,0,False
56235566,아기가 생겼어요 2,NOT A BOOK,"BOOK, NOT A",,,,4,Tapas ,Web Comic,1080.0,2020.0,,2022/04/17,2022/04/17,"mangas, read-2022","mangas (#111), read-2022 (#44)",read,,,,1,0,False
53457092,"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,"Lim, Elizabeth",,0593300939,9780593300930,4,Knopf,ebook,454.0,2021.0,2021.0,2022/04/16,2020/10/31,read-2022,read-2022 (#42),read,"i’m literally losing my mind! this book is so insanely good, every time i picked it up i couldn’t stop until i had read at least 100 more pages!!<br/><br/>i love shiori and watching her grow as a person throughout the book was so beautiful, it made me like her even more! the plot was very intriguing and surprising to me. the romances were so cute, i can’t wait to see more of it in book two!!",,,1,0,False
55711519,"Haikyu!!, Vol. 45",Haruichi Furudate,"Furudate, Haruichi",,197472364,9781974723645,5,VIZ Media LLC,Paperback,224.0,2021.0,2020.0,2020/07/30,2021/01/22,"read-2020, mangas","read-2020 (#120), mangas (#20)",read,,,,2,0,False
55711499,"Haikyu!!, Vol. 44",Haruichi Furudate,"Furudate, Haruichi",,197472283,9781974722839,5,VIZ Media LLC,Paperback,192.0,2021.0,2020.0,2020/07/30,2021/01/22,"read-2020, mangas","read-2020 (#119), mangas (#19)",read,,,,2,0,False
49438663,"Nick and Charlie (Solitaire, #1.5)",Alice Oseman,"Oseman, Alice",,0008389667,9780008389666,5,Harper Collins Children’s Books,Paperback,159.0,2020.0,2015.0,2020/02/01,2020/02/04,read-2020,read-2020 (#52),read,,,,3,0,False
54303333,"Haikyu!!, Vol. 43",Haruichi Furudate,"Furudate, Haruichi",,1974720985,9781974720989,5,VIZ Media LLC,Paperback,216.0,2021.0,2020.0,2020/07/30,2021/01/22,"read-2020, mangas","read-2020 (#118), mangas (#18)",read,,,,2,0,False
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,,,4,Tor.com,Hardcover,158.0,2018.0,2018.0,2022/04/12,2022/04/10,read-2022,read-2022 (#41),read,,,,1,0,False
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,,,4,Tor.com,ebook,144.0,2017.0,2017.0,2022/04/10,2022/04/07,read-2022,read-2022 (#40),read,"all systems red really made my heart hurt, who knew a robot going through the mortifying ordeal of being known would knock me down?? not me.",,,1,0,False
11867860,"The Bridgertons: Happily Ever After (Bridgertons, #1.5-8.5; 8.6)",Julia Quinn,"Quinn, Julia",,0061233005,9780061233005,3,HarperCollins,Paperback,374.0,2013.0,2013.0,2022/03/30,2022/03/30,"read-2022, romance","read-2022 (#38), romance (#43)",read,,,,1,0,False
110396,"When He Was Wicked (Bridgertons, #6)",Julia Quinn,"Quinn, Julia",,0060531231,9780060531232,3,Avon,Mass Market Paperback,368.0,2004.0,2004.0,2022/03/30,2022/03/30,"read-2022, romance","read-2022 (#37), romance (#42)",read,,,,1,0,False
110384,"Romancing Mister Bridgerton (Bridgertons, #4)",Julia Quinn,"Quinn, Julia",,0380820846,9780380820849,2,Avon,Mass Market Paperback,370.0,2002.0,2002.0,2022/03/19,2022/03/19,"read-2022, romance","read-2022 (#33), romance (#40)",read,,,,1,0,False
30621637,"Black Panther, Vol. 2: A Nation Under Our Feet, Book Two",Ta-Nehisi Coates,"Coates, Ta-Nehisi",,1302900544,9781302900540,3,Marvel Comics,Paperback,144.0,2017.0,2017.0,2022/03/18,2022/03/18,"comics, read-2022","comics (#32), read-2022 (#32)",read,,,,1,0,False
29246432,"Black Panther, Vol. 1: A Nation Under Our Feet, Book One",Ta-Nehisi Coates,"Coates, Ta-Nehisi","Brian Stelfreeze, Jack Kirby, Stan Lee",1302900536,9781302900533,3,Marvel Universe,Paperback,144.0,2016.0,2016.0,2022/03/18,2022/03/18,"comics, read-2022","comics (#31), read-2022 (#31)",read,,,,1,0,False
51574372,"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,"Oseman, Alice",,144495279,9781444952797,5,HACHETTE INTL,Paperback,384.0,2021.0,2021.0,2020/11/11,2020/01/09,"read-2020, comics","read-2020 (#20), comics (#30)",read,,,,2,0,False
43449920,"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,"Oseman, Alice",,,,5,Hodder Children's Books,Paperback,384.0,2020.0,2020.0,2019/02/01,2019/12/31,comics,comics (#29),read,,,,2,0,False
43307358,"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,"Oseman, Alice",,1444951408,9781444951400,5,Hodder Children's Books,Paperback,320.0,2019.0,2019.0,2018/09/01,2019/12/31,comics,comics (#28),read,,,,2,0,False
42189109,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,"Oseman, Alice",,1444951386,9781444951387,5,HACHETTE INTL,Paperback,263.0,2019.0,2018.0,2018/09/01,2018/11/22,comics,comics (#27),read,,,,2,0,False
40728791,Orgulho e Preconceito,Jane Austen,"Austen, Jane",Roberto Leal Ferreira,8544001823,9788544001820,5,Martin Claret,Hardcover,424.0,2018.0,1813.0,2022/03/14,2021/01/05,"read-2022, romance","read-2022 (#30), romance (#38)",read,"yeah, it is as good as everyone says it is. ",,,1,0,False
44084762,"Our Violent Ends (These Violent Delights, #2)",Chloe Gong,"Gong, Chloe",,1529344565,9781529344561,3,Hodder & Stoughton,Hardcover,494.0,2021.0,2021.0,2021/04/15,2020/11/27,read-2021,read-2021 (#123),read,,,,1,0,False
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,"Gong, Chloe",,1534457690,9781534457690,3,Margaret K. McElderry Books,Hardcover,449.0,2020.0,2020.0,2020/11/27,2020/10/24,read-2020,read-2020 (#17),read,,,,1,0,False
53217284,"A Marvellous Light (The Last Binding, #1)",Freya Marske,"Marske, Freya",,1250788897,9781250788894,4,Tordotcom,Kindle Edition,377.0,2021.0,2021.0,2022/03/10,2021/01/26,"read-2022, romance","read-2022 (#29), romance (#37)",read,"a marvellous light can convince anyone that love exists! i was so invested in the story from the very start, the mysteries and the magic system are so interesting and the characters of this book… i have no words. i can’t wait for maude’s book!",,,1,0,False
861326,"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,"Quinn, Julia",,,,3,Avon,Mass Market Paperback,480.0,2006.0,2000.0,2022/03/07,2022/03/07,"read-2022, romance","read-2022 (#28), romance (#36)",read,,,,1,0,False
