Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,is_dnf
63897910,"아기가 생겼어요 1 (Positively Yours, Vol. 1)",Jung  Lee,"Lee, Jung",Kangki,,9791127507886,4,재담북스,Paperback,224.0,2022.0,2022.0,2022/04/17,2025/07/05,"mangas, read-2022","mangas (#110), read-2022 (#43)",read,"THIS WAS SO CUTE!! i loved the art and the main couple is so sweet, doo-joon is giving that boy obsessed trope and i’m so here for it.<br/><br/>this is perfect for binge reading, i had so much fun with the main characters but the side characters are also really entertaining and interesting.",,,1,0,False
229093104,Copper Script,K.J. Charles,"Charles, K.J.",,1912688247,9781912688241,3,KJC Books,ebook,255.0,2025.0,2025.0,2025/05/30,2025/05/03,"romance, read-2025","romance (#91), read-2025 (#23)",read,,,,1,0,False
231678067,"Careful of Books (Seasons of Shadowhunters, #3)",Cassandra Clare,"Clare, Cassandra",Cassandra Jean,,,3,,Hardcover,378.0,2025.0,2025.0,2025/05/19,2025/05/19,read-2025,read-2025 (#22),read,,,,1,0,False
58291422,"The Old Guard: Tales Through Time, Book One",Greg Rucka,"Rucka, Greg","Vita Ayala, Brian Michael Bendis, Kelly Sue DeConnick, Leandro Fernández, Valentine De Landro, Justin  Greenwood, Rafael Albuquerque, Mike Henderson, Jason Aaron",1534320059,9781534320055,3,Image Comics,Paperback,184.0,2021.0,2021.0,2025/05/15,2025/05/15,"comics, read-2025","comics (#93), read-2025 (#21)",read,,,,1,0,False
45009929,"The Old Guard, vol. 2: Force Multiplied",Greg Rucka,"Rucka, Greg",Leandro Fernández,153431377,9781534313774,4,Image Comics,Paperback,128.0,2020.0,2020.0,2025/05/15,2025/05/15,"comics, read-2025","comics (#92), read-2025 (#20)",read,,,,1,0,False
33153548,"The Old Guard, vol. 1: Opening Fire",Greg Rucka,"Rucka, Greg",Leandro Fernández,,,4,Image Comics,Kindle Edition,169.0,2017.0,2017.0,2025/05/15,2025/05/15,"comics, read-2025","comics (#91), read-2025 (#19)",read,,,,1,0,False
75505273,"A Nobleman's Guide to Seducing a Scoundrel (The Doomsday Books, #2)",K.J. Charles,"Charles, K.J.",,1728255902,9781728255903,4,Sourcebooks Casablanca,Kindle Edition,336.0,2023.0,2023.0,2023/09/21,2023/03/14,"romance, read-2023","romance (#59), read-2023 (#34)",read,,,,3,0,False
57102663,"The Secret Lives of Country Gentlemen (The Doomsday Books, #1)",K.J. Charles,"Charles, K.J.",,1728255856,9781728255859,4,Sourcebooks,Paperback,331.0,2023.0,2023.0,2023/03/15,2022/12/08,"romance, read-2023","romance (#55), read-2023 (#6)",read,very cute! <3,,,3,0,False
60900281,Giant-Size X-Men: Thunderbird #1,Nyla Rose,"Rose, Nyla","Steve Orlando, Ken Lashley, David J. Cutler",,,3,Marvel,Kindle Edition,34.0,2022.0,,2025/04/24,2025/04/24,"comics, read-2025","comics (#90), read-2025 (#16)",read,,,,1,0,False
62991463,"The Six Deaths of the Saint (Into Shadow, #3)",Alix E. Harrow,"Harrow, Alix E.",,166250957,9781662509575,4,Amazon Original Stories,Kindle Edition,31.0,2022.0,2022.0,2025/04/17,2025/02/04,read-2025,read-2025 (#15),read,,,,1,0,False
223368554,"My Dear Detective: Mitsuko’s Case Files, Vol. 6",Natsumi Ito,"Ito, Natsumi",Samuel Messner,1960186191,9781960186195,5,Omoi,Kindle Edition,,2025.0,,2024/04/01,2025/04/14,"mangas, read-2024","mangas (#134), read-2024 (#63)",read,,,,1,0,False
124932739,I Hope This Doesn't Find You,Ann Liang,"Liang, Ann",,1338827154,9781338827156,4,Scholastic Press,Hardcover,320.0,2024.0,2024.0,2025/04/13,2025/03/28,"romance, read-2025","romance (#88), read-2025 (#11)",read,,,,1,0,False
324900,"Fantastic Four, Vol. 1: Imaginauts",Mark Waid,"Waid, Mark","Mike Wieringo, Mark Buckingham",0785110631,9780785110637,4,Marvel Enterprises,Paperback,192.0,2003.0,2003.0,2025/04/10,2025/04/10,"comics, read-2025","comics (#87), read-2025 (#12)",read,"very fun start, it has a good balance of action and emotional moments! their adventures are great and so is the character work, especially for reed and johnny, i’d like to see sue shine more, but i don’t think i’ll hold out hope for that. still, enjoyed this very much and i’m very excited to read the rest of mark waid’s run!",,,1,0,False
60759266,This Time It's Real,Ann Liang,"Liang, Ann",,1338827111,9781338827118,4,Scholastic Press,Hardcover,352.0,2023.0,2023.0,2025/03/28,2023/04/26,"read-2025, romance","read-2025 (#10), romance (#90)",read,,,,1,0,False
57652485,"Jujutsu Kaisen, Vol. 14",Gege Akutami,"Akutami, Gege",,1974725324,9781974725328,5,VIZ Media LLC,Paperback,192.0,2022.0,2021.0,2020/10/27,2021/01/01,"read-2020, mangas","read-2020 (#91), mangas (#41)",read,,,,1,0,False
214331246,"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,"Collins, Suzanne",,1546171460,9781546171461,5,Scholastic Press,Hardcover,387.0,2025.0,2025.0,2025/03/23,2024/06/07,read-2025,read-2025 (#9),read,,,,1,0,False
44451887,"Jujutsu Kaisen, Vol. 1",Gege Akutami,"Akutami, Gege",,1974710025,9781974710027,4,VIZ Media LLC,Paperback,192.0,2019.0,2018.0,2020/10/26,2021/01/01,"read-2020, mangas","read-2020 (#79), mangas (#28)",read,,,,2,0,False
213726350,"The Golden Raven (All for the Game, #5)",Nora Sakavic,"Sakavic, Nora",,,,4,,ebook,484.0,2025.0,2025.0,2025/02/22,2024/07/15,read-2025,read-2025 (#7),read,"such a good sequel for jean’s story, this is a great, emotional and messy story about the healing journey of complicated characters. i love every moment and enjoyed this book so much!!!",,,1,0,False
217045746,"Fantastic Four, Vol. 5: Aliens, Ghosts and Alternate Earths",Ryan North,"North, Ryan","Carlos Gómez, Ivan Fiorelli, Steven Cummings, Wayne Faucher, Jesus Arbutov, Brian Reber, Joe Caramagna",1302960652,9781302960650,4,Marvel,Paperback,144.0,2025.0,,2025/02/13,2025/02/13,"comics, read-2025","comics (#86), read-2025 (#6)",read,,,,1,0,False
211723797,"Odd Spirits (The Summoner's Circle, #0.5)",S.T. Gibson,"Gibson, S.T.",,191599859,9781915998590,3,Angry Robot,Hardcover,115.0,2024.0,2018.0,2025/01/30,2025/01/30,read-2025,read-2025 (#5),read,,,,1,0,False
123288408,"Evocation (The Summoner’s Circle, #1)",S.T. Gibson,"Gibson, S.T.",,191520268,9781915202680,3,Angry Robot Books,Hardcover,301.0,2024.0,2024.0,2025/01/30,2023/11/16,read-2025,read-2025 (#4),read,,,,1,0,False
214847949,The Boy Wonder,Juni Ba,"Ba, Juni","Chris O'Halloran, Aditya Bidikar",177953003,9781779530035,4,DC Black Label,Hardcover,184.0,2025.0,2025.0,2025/01/02,2025/01/02,"comics, read-2025","comics (#85), read-2025 (#1)",read,"a short but very good exploration into damian’s character, how he feels about his family and what it means to be truly good when you were born and raised with the villains of the story, in a nuanced way. damian is a great character and i love it so much when writers delve deeper into this conundrum of trying to be good and i think juni ba did a great job, without being repetitive of previous stories but still easy to understand for people not familiar with the character.<br/><br/>the art is very cartoony in a way i felt it was appropriate for the story, this is a “fairytale” after all, it’s very beautiful, full of details and colorful!",,,1,0,False
59558627,"The Lotus Empire (The Burning Kingdoms, #3)",Tasha Suri,"Suri, Tasha",,0356515672,9780356515670,5,Orbit,Paperback,494.0,2024.0,2024.0,2024/12/26,2023/03/10,read-2024,read-2024 (#62),read,"very emotional conclusion, this book cemented the burning kingdom as one of my favorite fantasy series!! ",,,1,0,False
52934483,"Heavenly Tyrant (Iron Widow, #2)",Xiran Jay Zhao,"Zhao, Xiran Jay",,,,2,Tundra Books,Kindle Edition,540.0,2024.0,2024.0,2025/01/16,2021/08/30,read-2025,read-2025 (#2),read,"this book left me feeling very confused… <br/><br/>the first 85% are so preachy at times, it’s like the author is looking at the camera and explaining stuff to you, the characters that you loved in the first book seem completely different and/or are almost completely gone from the book, the new characters are either cool but very background or absolutely unlikable assholes (not even in the way you love to hate!) and zetian is just so annoying and inconsistent that at times i wanted to drop the book.<br/><br/>despite all of that, i was very compelled and read it almost nonstop. the ending is promising and i’ll definitely wait anxiously for the next, i hope the characters aren’t put through the blender of character assassination again and the last book is worthy of how good the first book was, despite the disappointment of this long awaited sequel.",,,1,0,False
58272442,The Apothecary Diaries (Light Novel): Volume 3,Natsu Hyuuga,"Hyuuga, Natsu","Touco Shino, Kevin Steinbach",,,4,J-Novel Club,Kindle Edition,313.0,2021.0,2015.0,2024/12/09,2024/12/07,"mangas, read-2024","mangas (#132), read-2024 (#61)",read,,,,1,0,False
57221611,The Apothecary Diaries (Light Novel): Volume 2,Natsu Hyuuga,"Hyuuga, Natsu","Touco Shino, Kevin Steinbach",,,4,J-Novel Club,Kindle Edition,220.0,2021.0,2015.0,2024/12/07,2024/11/30,"mangas, read-2024","mangas (#131), read-2024 (#60)",read,,,,1,0,False
58093348,The Apothecary Diaries (Light Novel): Volume 1,Natsu Hyuuga,"Hyuuga, Natsu","Touco Shino, Kevin Steinbach",,,4,J-Novel Club,Kindle Edition,226.0,2021.0,2014.0,2024/11/30,2024/11/27,"mangas, read-2024","mangas (#130), read-2024 (#59)",read,,,,1,0,False
201914164,"The Sunshine Court (All For the Game, #4)",Nora Sakavic,"Sakavic, Nora",,,,4,,Unknown Binding,,2024.0,2024.0,2024/04/12,2024/03/07,read-2024,read-2024 (#15),read,,,,3,0,False
220966494,"Heated Rivalry (Game Changers, #2)",Rachel  Reid,"Reid, Rachel",,,,3,Carina Press,Kindle Edition,372.0,2023.0,2019.0,2023/10/03,2023/10/02,"read-2023, romance","read-2023 (#39), romance (#71)",read,,,,2,0,False
13541056,"Queen of Air and Darkness (The Dark Artifices, #3)",Cassandra Clare,"Clare, Cassandra",,1442468459,9781442468450,4,Margaret K. McElderry Books,Kindle Edition,893.0,2018.0,2018.0,2020/03/16,2020/03/17,read-2020,read-2020 (#34),read,,,,2,0,False
218129900,"My Dear Detective: Mitsuko’s Case Files, Vol. 5",Natsumi Ito,"Ito, Natsumi",Samuel Messner,1960186183,9781960186188,4,Omoi,Kindle Edition,,2024.0,,2024/07/31,2024/11/01,"mangas, read-2024","mangas (#129), read-2024 (#58)",read,,,,1,0,False
127278666,The Fox Wife,Yangsze Choo,"Choo, Yangsze",,1250266017,9781250266019,4,Henry Holt and Co.,Hardcover,390.0,2024.0,2024.0,2024/11/01,2024/02/20,read-2024,read-2024 (#57),read,,,,1,0,False
219360665,"The Unwanted Guest (The Locked Tomb, #3.5)",Tamsyn Muir,"Muir, Tamsyn",,,,4,Tor.com,ebook,32.0,2024.0,2023.0,2023/08/29,2023/09/24,read-2023,read-2023 (#35),read,,,,1,0,False
198509194,"Fantastic Four, Vol. 3: The Impossible is Probable",Ryan North,"North, Ryan","Iban Coello, Ivan Fiorelli, Francesco Mortarino, Carlos Gómez, Jesus Aburtov, Brian Reber, Joe Caramagna, Ariana Maher",1302955985,9781302955984,4,Marvel,Paperback,144.0,2024.0,,2024/04/17,2024/04/17,"comics, read-2024","comics (#59), read-2024 (#21)",read,,,,1,0,False
125190024,"Fantastic Four, Vol. 2: Four Stories About Hope",Ryan North,"North, Ryan","Iban Coello, Ivan Fiorelli, Leandro Fernández, Jesus Aburtov, Joe Caramagna",1302934929,9781302934927,4,Marvel,Paperback,136.0,2024.0,,2024/04/17,2024/04/17,"comics, read-2024","comics (#58), read-2024 (#20)",read,,,,1,0,False
62956849,"Fantastic Four, Vol. 1: Whatever Happened to the Fantastic Four?",Ryan North,"North, Ryan","Iban Coello, Ivan Fiorelli, Jesus Aburtov, Joe Caramagna",1302932632,9781302932633,4,Marvel,Paperback,152.0,2023.0,2023.0,2024/04/17,2024/04/16,"comics, read-2024","comics (#57), read-2024 (#19)",read,,,,1,0,False
199190261,"Wrath of the Triple Goddess (Percy Jackson and the Olympians: The Senior Year Adventures, #2)",Rick Riordan,"Riordan, Rick",,1368112382,9781368112383,4,Disney Hyperion,Hardcover,322.0,2024.0,2024.0,2024/09/25,2023/10/01,read-2024,read-2024 (#56),read,,,,1,0,False
44787053,Elemental Haiku: Poems to Honor the Periodic Table Three Lines at a Time,Mary Soon Lee,"Lee, Mary Soon",,1984856634,9781984856630,4,Ten Speed Press,Paperback,144.0,2019.0,2019.0,2024/09/17,2024/09/17,read-2024,read-2024 (#55),read,,,,1,0,False
44000538,Major Misconduct: The Human Cost of Fighting in Hockey,Jeremy Allingham,"Allingham, Jeremy",,1551527715,9781551527710,4,Arsenal Pulp Press,Paperback,248.0,2019.0,,2024/09/16,2024/09/15,"nonfiction, read-2024","nonfiction (#10), read-2024 (#54)",read,,,,1,0,False
210499003,"Fantastic Four, Vol. 4: Fortune Favors the Fantastic",Ryan North,"North, Ryan","Carlos Gómez, Ivan Fiorelli, Jesus Arbutov, Fer Sifuentes-Sujo, Joe Caramagna, Alex Ross",1302955993,9781302955991,4,Marvel,Paperback,112.0,2024.0,,2024/07/31,2024/08/14,"comics, read-2024","comics (#84), read-2024 (#53)",read,,,,1,0,False
78133383,"A Holly Jolly Ever After (A Christmas Notch, #2)",Julie   Murphy,"Murphy, Julie",Sierra Simone,0063222647,9780063222649,2,Avon,Hardcover,432.0,2023.0,2023.0,2024/07/01,2024/07/01,"read-2024, romance","read-2024 (#40), romance (#79)",read,,,,1,0,False
55870104,"X-Men, Vol. 3",Jonathan Hickman,"Hickman, Jonathan","Phil Noto, Brett Booth, Francesco Mobili, Mahmud Asrar",1302924915,9781302924911,4,Marvel,Paperback,144.0,2021.0,2021.0,2024/07/29,2024/07/29,"comics, read-2024","comics (#80), read-2024 (#50)",read,,,,1,0,False
13130861,"X-23, Vol. 3: Don't Look Back",Marjorie M. Liu,"Liu, Marjorie M.","Sana Takeda, Phil Noto",0785152814,9780785152811,3,Marvel Enterprises,Hardcover,120.0,2012.0,2012.0,2024/07/29,2024/07/26,"comics, read-2024","comics (#79), read-2024 (#49)",read,,,,1,0,False
11674823,"X-23, Vol. 2: Chaos Theory",Marjorie M. Liu,"Liu, Marjorie M.","Sana Taleda, Phil Noto, John Rauch, Jody LeHeup",0785152962,9780785152965,4,Marvel Enterprises,Hardcover,186.0,2012.0,2012.0,2024/07/26,2024/07/26,"comics, read-2024","comics (#78), read-2024 (#48)",read,,,,1,0,False
10147556,Daken/X-23: Collision,Marjorie M. Liu,"Liu, Marjorie M.",Giuseppe Camuncoli,0785147071,9780785147077,4,Marvel Enterprises,Hardcover,112.0,2011.0,2011.0,2024/07/26,2024/07/25,"comics, read-2024","comics (#77), read-2024 (#47)",read,,,,1,0,False
9593394,"X-23, Vol. 1: The Killing Dream",Marjorie M. Liu,"Liu, Marjorie M.","Will Conrad, Alina Urusov, Sana Takeda, John Rauch, David López, Álvaro López",0785152954,9780785152958,4,Marvel Enterprises,Hardcover,166.0,2011.0,2011.0,2024/07/26,2024/07/25,"comics, read-2024","comics (#76), read-2024 (#46)",read,,,,1,0,False
60896186,Married Thrice to Salted Fish 三嫁咸鱼,比卡比,"比卡比, 比卡比",,,,5,jjwxc,Web Novel,1332.0,2021.0,,2024/07/24,2023/12/05,"cnovels, read-2024","cnovels (#13), read-2024 (#43)",read,,,,1,0,False
208918808,"The Duke at Hazard (Gentlemen of Uncertain Fortune, #2)",K.J. Charles,"Charles, K.J.",,1398715794,9781398715790,4,Orion,ebook,336.0,2024.0,2024.0,2024/07/20,2024/03/31,"romance, read-2024","romance (#76), read-2024 (#42)",read,,,,1,0,False
58597742,"Haikyu!!, Vol. 1",Haruichi Furudate,"Furudate, Haruichi",,6555941294,9786555941296,5,JBC,Paperback,392.0,2021.0,,2021/08/12,2021/08/12,"mangas, read-2021","mangas (#94), read-2021 (#94)",read,,,,1,0,False
34715150,"The Magpie Lord (A Charm of Magpies, #1)",K.J. Charles,"Charles, K.J.",,0995799024,9780995799028,4,KJC Books,ebook,271.0,2017.0,2013.0,2024/07/15,2024/07/15,"read-2024, romance","read-2024 (#41), romance (#80)",read,,,,1,0,False
30312891,"Lord of Shadows (The Dark Artifices, #2)",Cassandra Clare,"Clare, Cassandra",,1442468408,9781442468405,5,Margaret K. McElderry Books,Hardcover,699.0,2017.0,2017.0,2020/03/14,2020/03/17,read-2020,read-2020 (#35),read,,,,4,0,False
25494343,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,"Clare, Cassandra",,1442468351,9781442468351,4,Margaret K. McElderry Books,Hardcover,688.0,2016.0,2016.0,2020/03/12,2020/03/12,read-2020,read-2020 (#36),read,,,,4,0,False
49088978,"X-Men, Vol. 2",Jonathan Hickman,"Hickman, Jonathan","Leinil Francis Yu, Mahmud Asrar",1302919822,9781302919825,4,Marvel Universe,Paperback,152.0,2020.0,2020.0,2024/06/08,2024/06/08,"comics, read-2024","comics (#72), read-2024 (#39)",read,,,,1,0,False
51299101,"X-Men, Vol. 1",Jonathan Hickman,"Hickman, Jonathan","Leinil Francis Yu, Gerry Alanguilan, R.B. Silva, Matteo Buffagni, Sunny Gho, Marte Gracia",1302919814,9781302919818,4,Marvel,Paperback,176.0,2020.0,2020.0,2024/06/07,2024/06/07,"comics, read-2024","comics (#71), read-2024 (#38)",read,,,,1,0,False
180633984,A Crane Among Wolves,June Hur,"Hur, June",,1250858100,9781250858108,5,Feiwel & Friends,Kindle Edition,363.0,2024.0,2024.0,2024/06/04,2022/01/03,read-2024,read-2024 (#36),read,JUNE HUR YOU HAVE DONE IT AGAIN!!!!!,,,1,0,False
60468306,Knights of X,Tini Howard,"Howard, Tini",Bob Quinn,1302934686,9781302934682,4,Marvel,Paperback,152.0,2022.0,2022.0,2024/06/02,2024/06/02,"comics, read-2024","comics (#70), read-2024 (#35)",read,,,,1,0,False
58505905,"Excalibur, Vol. 4",Tini Howard,"Howard, Tini","Mahmud Asrar, Marcus To",1302927906,9781302927905,4,Marvel,Paperback,136.0,2022.0,,2024/06/02,2024/06/02,"comics, read-2024","comics (#69), read-2024 (#34)",read,,,,1,0,False
55425934,"Excalibur, Vol. 3",Tini Howard,"Howard, Tini","Mahmud Asrar, Marcus To",1302924842,9781302924843,4,Marvel,Paperback,160.0,2021.0,2021.0,2024/06/02,2024/06/02,"comics, read-2024","comics (#68), read-2024 (#33)",read,,,,1,0,False
52851829,X-Men: X of Swords,Jonathan Hickman,"Hickman, Jonathan","Pepe Larraz, Marcus To, Adam Kubert, Stephen Segovia, David Baldeón, Tini Howard, Gerry Duggan, Benjamin Percy, Zeb Wells, Leah Williams",1302927175,9781302927172,4,Marvel,Hardcover,408.0,2021.0,2021.0,2024/06/02,2024/05/29,"comics, read-2024","comics (#67), read-2024 (#32)",read,,,,1,0,False
48717583,"Excalibur, Vol. 2",Tini Howard,"Howard, Tini","Marcus To, Erick Arcieniega, Wilton Santos, Oren Junior, Sean Parsons, Roberto Poggi, Victor Nava, Cory Petit, Joe Sabino",1302921460,9781302921460,4,Marvel Universe,Paperback,160.0,2020.0,2020.0,2024/05/29,2024/05/29,"comics, read-2024","comics (#66), read-2024 (#31)",read,,,,1,0,False
51299154,"Excalibur, Vol. 1",Tini Howard,"Howard, Tini","Marcus To, Erick Arciniega",1302919911,9781302919917,4,Marvel,Paperback,176.0,2020.0,2020.0,2024/05/29,2024/05/29,"comics, read-2024","comics (#65), read-2024 (#30)",read,,,,1,0,False
210907215,"My Dear Detective: Mitsuko’s Case Files, Vol. 4",Natsumi Ito,"Ito, Natsumi",Samuel Messner,1960186124,9781960186126,4,Omoi,Kindle Edition,0.0,2024.0,,2024/06/18,2024/05/05,"mangas, read-2024","mangas (#128), read-2024 (#27)",read,,,,1,0,False
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,1984806750,9781984806758,4,Berkley,Paperback,361.0,2021.0,2021.0,2021/09/23,2021/09/22,romance,romance (#1),read,i really loved this book! alex and poppy made me believe in love and in the best friends to lovers trope!!,,,2,0,False
61718053,Happy Place,Emily Henry,"Henry, Emily",,0593441273,9780593441275,3,Berkley,Hardcover,400.0,2023.0,2023.0,2023/10/11,2022/08/14,"romance, read-2023","romance (#48), read-2023 (#40)",read,,,,1,0,False
58807482,Silent Reading [默读],Priest,"Priest, Priest",,,,5,,ebook,1540.0,,,2021/02/12,2021/01/06,"read-2021, cnovels","read-2021 (#6), cnovels (#7)",read,,,,1,0,False
58690308,Book Lovers,Emily Henry,"Henry, Emily",,0593334833,9780593334836,4,Berkley,Paperback,377.0,2022.0,2022.0,2022/05/15,2021/09/24,"romance, read-2022","romance (#7), read-2022 (#48)",read,,,,2,0,False
194802722,Funny Story,Emily Henry,"Henry, Emily",,,,4,Berkley,Kindle Edition,395.0,2024.0,2024.0,2024/04/25,2023/10/07,"romance, read-2024","romance (#72), read-2024 (#24)",read,,,,1,0,False
204587972,Prove It (Do or Die #1),Stephanie Hoyt,"Hoyt, Stephanie",,1648907237,9781648907234,3,NineStar Press,Paperback,354.0,2024.0,2024.0,2024/04/21,2024/04/20,"read-2024, romance","read-2024 (#22), romance (#78)",read,,,,1,0,False
42974594,Quicksilver: No Surrender,Saladin Ahmed,"Ahmed, Saladin","Eric Nguyen, Martin Simmonds",1302507230,9781302507237,4,Marvel,Kindle Edition,108.0,2018.0,2018.0,2024/03/01,2024/03/01,"comics, read-2024","comics (#51), read-2024 (#13)",read,,,,1,0,False
56755933,"X-Factor, Vol. 2",Leah Williams,"Williams, Leah","David Baldeón, David Messina, Lucas Werneck, Israel Silva, Joe Caramagna",1302921851,9781302921859,3,Marvel Universe,Paperback,136.0,2021.0,2021.0,2024/04/16,2024/04/16,"comics, read-2024","comics (#55), read-2024 (#17)",read,"just when i started really enjoying it, it got canceled!! i feel like this could’ve turned out to be so good if they kept going :((",,,1,0,False
52723494,"X-Factor, Vol. 1",Leah Williams,"Williams, Leah",,1302921843,9781302921842,2,Marvel Universe,Paperback,128.0,2020.0,2021.0,2024/04/16,2024/04/14,"comics, read-2024","comics (#54), read-2024 (#16)",read,love the premise but the execution… this was so boring! everything about the mojoworld was a very annoyingly unsubtle criticism of social media culture and the story suffered for it. also i just didn’t like the art at all. ,,,1,0,False
45032046,House of X/Powers of X,Jonathan Hickman,"Hickman, Jonathan","Pepe Larraz, R.B. Silva",1302915703,9781302915704,3,Marvel Enterprises,Hardcover,448.0,2019.0,2019.0,2024/04/11,2024/04/11,"comics, read-2024","comics (#53), read-2024 (#14)",read,,,,1,0,False
192786618,"The Gentle Art of Fortune Hunting (Gentlemen of Uncertain Fortune, #1)",K.J. Charles,"Charles, K.J.",,1398715751,9781398715752,3,Orion,Paperback,311.0,2024.0,2021.0,2021/09/27,2021/09/26,"romance, read-2021","romance (#10), read-2021 (#106)",read,,,,1,0,False
197002873,"Twelve (The Naturals, #4.5)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,,,3,"Little, Brown Books for Young Readers",Kindle Edition,144.0,2023.0,2017.0,2024/02/14,2024/02/14,read-2024,read-2024 (#7),read,,,,1,0,False
62949651,"Bad Blood (The Naturals, #4)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,0316540862,9780316540865,3,"Little, Brown Books for Young Readers",Paperback,509.0,2023.0,2016.0,2024/02/14,2024/02/14,read-2024,read-2024 (#6),read,,,,1,0,False
62949650,"All In (The Naturals, #3)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,0316540846,9780316540841,3,"Little, Brown Books for Young Readers",Paperback,378.0,2023.0,2015.0,2024/02/14,2024/02/12,read-2024,read-2024 (#5),read,,,,1,0,False
62949649,"Killer Instinct (The Naturals, #2)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,0316540722,9780316540728,3,"Little, Brown Books for Young Readers",Paperback,378.0,2023.0,2014.0,2024/02/12,2024/02/07,read-2024,read-2024 (#4),read,,,,1,0,False
62949648,"The Naturals (The Naturals, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,0316540625,9780316540629,3,"Little, Brown Books for Young Readers",Paperback,311.0,2023.0,2013.0,2024/02/07,2023/09/21,read-2024,read-2024 (#3),read,,,,1,0,False
61885131,Gwen & Art Are Not in Love,Lex Croucher,"Croucher, Lex",,1250847214,9781250847218,3,Wednesday Books,Hardcover,410.0,2023.0,2023.0,2024/01/31,2023/03/11,"romance, read-2024","romance (#58), read-2024 (#2)",read,,,,1,0,False
48909025,A Far Wilder Magic,Allison Saft,"Saft, Allison",,1250623650,9781250623652,4,Wednesday Books,Hardcover,384.0,2022.0,2022.0,2024/01/15,2024/01/06,read-2024,read-2024 (#1),read,,,,1,0,False
53344030,"Heartstopper: Volume Five (Heartstopper, #5)",Alice Oseman,"Oseman, Alice",,1444957651,9781444957655,5,Hodder Children's Books,Paperback,336.0,2023.0,2023.0,2023/12/15,2023/12/11,"comics, read-2023","comics (#41), read-2023 (#50)",read,,,,1,0,False
35519101,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,"Wells, Martha",,1250191785,9781250191786,3,Tor.com,Hardcover,159.0,2018.0,2018.0,2023/11/26,2022/04/12,read-2023,read-2023 (#49),read,,,,1,0,False
199352407,"My Dear Detective: Mitsuko's Case Files, Vol. 3 (My Dear Detective: Mitsuko’s Case Files)",Natsumi Ito,"Ito, Natsumi",Samuel Messner,1960186108,9781960186102,4,Omoi,Kindle Edition,174.0,2023.0,,2023/06/18,2023/11/25,"mangas, read-2023","mangas (#126), read-2023 (#48)",read,,,,1,0,False
186884615,"My Dear Detective: Mitsuko’s Case Files, Vol. 2",Natsumi Ito,"Ito, Natsumi",Samuel Messner,1960186027,9781960186027,4,Omoi,Kindle Edition,180.0,2023.0,2023.0,2023/06/18,2023/11/25,"mangas, read-2023","mangas (#125), read-2023 (#47)",read,,,,1,0,False
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,0439023483,9780439023481,5,Scholastic Press,Hardcover,374.0,2008.0,2008.0,2023/11/22,2023/11/17,read-2023,read-2023 (#46),read,,,,1,0,False
36480253,"The Wolf at the Door (Big Bad Wolf, #1)",Charlie Adhara,"Adhara, Charlie",,1488089329,9781488089329,3,Carina Press,Kindle Edition,252.0,2018.0,2018.0,2021/11/29,2021/12/09,"read-2021, romance","read-2021 (#127), romance (#24)",read,,,,2,0,False
17378527,"The Raven King (The Raven Cycle, #4)",Maggie Stiefvater,"Stiefvater, Maggie",,0545424984,9780545424981,5,Scholastic Press,Hardcover,439.0,2016.0,2016.0,2018/01/01,2020/02/05,,,read,,,,1,0,False
65211689,"A Power Unbound (The Last Binding, #3)",Freya Marske,"Marske, Freya",,1250788951,9781250788955,3,Tor Books,Hardcover,432.0,2023.0,2023.0,2023/11/09,2023/09/27,"romance, read-2023","romance (#70), read-2023 (#45)",read,,,,1,0,False
61918816,"Yours Truly (Part of Your World, #2)",Abby Jimenez,"Jimenez, Abby",,1538704390,9781538704394,3,Forever,Paperback,398.0,2023.0,2023.0,2023/10/20,2023/10/19,"read-2023, romance","read-2023 (#44), romance (#73)",read,,,,1,0,False
8130423,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,,,4,Disney Hyperion,Kindle Edition,361.0,2009.0,2008.0,,2023/10/17,,,read,,,,0,0,False
16248223,The Ghost Bride,Yangsze Choo,"Choo, Yangsze",,0062227327,9780062227324,4,William Morrow,Hardcover,368.0,2013.0,2013.0,2023/10/16,2023/10/07,read-2023,read-2023 (#43),read,,,,1,0,False
59807966,"A Restless Truth (The Last Binding, #2)",Freya Marske,"Marske, Freya",,1250788919,9781250788917,4,Tor Books,Hardcover,388.0,2022.0,2022.0,2023/10/15,2022/03/10,"romance, read-2023","romance (#39), read-2023 (#42)",read,,,,1,0,False
