Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
62844125,"Inanna (Sumerians, #1)",Emily H.  Wilson,"Wilson, Emily H.",,"=""1803364408""","=""9781803364407""",0,Titan Books,Paperback,474,2023,2023,,2024/12/25,to-read,to-read (#132),to-read,,,,0,0
219134676,The Isle in the Silver Sea,Tasha Suri,"Suri, Tasha",,"=""0356524418""","=""9780356524412""",0,Orbit,Hardcover,484,2025,2025,,2024/12/18,to-read,to-read (#131),to-read,,,,0,0
23444482,"The Traitor Baru Cormorant (The Masquerade, #1)",Seth Dickinson,"Dickinson, Seth",,"=""0765380722""","=""9780765380722""",0,Tor Books / Tom Doherty Associates ,Hardcover,399,2015,2015,,2024/12/12,to-read,to-read (#130),to-read,,,,0,0
58272442,The Apothecary Diaries (Light Novel): Volume 3,Natsu Hyuuga,"Hyuuga, Natsu","Touco Shino, Kevin Steinbach","=""""","=""""",4,J-Novel Club,Kindle Edition,313,2021,2015,2024/12/09,2024/12/07,"mangas, read-2024","mangas (#132), read-2024 (#61)",read,,,,1,0
57221611,The Apothecary Diaries (Light Novel): Volume 2,Natsu Hyuuga,"Hyuuga, Natsu","Touco Shino, Kevin Steinbach","=""""","=""""",4,J-Novel Club,Kindle Edition,220,2021,2015,2024/12/07,2024/11/30,"mangas, read-2024","mangas (#131), read-2024 (#60)",read,,,,1,0
58093348,The Apothecary Diaries (Light Novel): Volume 1,Natsu Hyuuga,"Hyuuga, Natsu","Touco Shino, Kevin Steinbach","=""""","=""""",4,J-Novel Club,Kindle Edition,226,2021,2014,2024/11/30,2024/11/27,"mangas, read-2024","mangas (#130), read-2024 (#59)",read,,,,1,0
201914164,"The Sunshine Court (All For the Game, #4)",Nora Sakavic,"Sakavic, Nora",,"=""""","=""""",4,,Unknown Binding,,2024,2024,2024/04/12,2024/03/07,read-2024,read-2024 (#15),read,,,,3,0
23594461,"The King's Men (All for the Game, #3)",Nora Sakavic,"Sakavic, Nora",,"=""""","=""""",0,,ebook,556,2014,2014,2023/11/15,2020/04/18,,,read,,,,3,0
220966494,"Heated Rivalry (Game Changers, #2)",Rachel  Reid,"Reid, Rachel",,"=""""","=""""",3,Carina Press,Kindle Edition,372,2023,2019,2023/10/03,2023/10/02,"read-2023, romance","read-2023 (#39), romance (#71)",read,,,,2,0
13541056,"Queen of Air and Darkness (The Dark Artifices, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1442468459""","=""9781442468450""",4,Margaret K. McElderry Books,Kindle Edition,893,2018,2018,2020/03/16,2020/03/17,read-2020,read-2020 (#34),read,,,,2,0
220966428,"The Long Game (Game Changers, #6)",Rachel  Reid,"Reid, Rachel",,"=""0369704436""","=""9780369704436""",0,Carina Press,ebook,442,2024,2022,2023/10/04,2024/11/08,"read-2023, romance","read-2023 (#51), romance (#86)",read,,,,1,0
57099452,Strange Beasts of China,Yan Ge,"Ge, Yan",Jeremy Tiang,"=""1612199097""","=""9781612199092""",0,Melville House Pub,Hardcover,232,2021,2006,,2024/11/05,to-read,to-read (#128),to-read,,,,0,0
218129900,"My Dear Detective: Mitsuko’s Case Files, Vol. 5",Natsumi Ito,"Ito, Natsumi",Samuel Messner,"=""1960186183""","=""9781960186188""",4,Omoi,Kindle Edition,,2024,,2024/07/31,2024/11/01,"mangas, read-2024","mangas (#129), read-2024 (#58)",read,,,,1,0
39863482,The Night Tiger,Yangsze Choo,"Choo, Yangsze",,"=""1250175453""","=""9781250175458""",0,Flatiron Books,Hardcover,384,2019,2019,,2024/11/01,to-read,to-read (#127),to-read,,,,0,0
127278666,The Fox Wife,Yangsze Choo,"Choo, Yangsze",,"=""1250266017""","=""9781250266019""",4,Henry Holt and Co.,Hardcover,390,2024,2024,2024/11/01,2024/02/20,read-2024,read-2024 (#57),read,,,,1,0
60717747,"Half a Soul (Regency Faerie Tales, #1)",Olivia Atwater,"Atwater, Olivia",,"=""""","=""9780316462808""",0,Orbit,Kindle Edition,305,2022,2020,,2024/10/23,"to-read, romance","to-read (#126), romance (#85)",to-read,,,,0,0
21414439,"Truthwitch (The Witchlands, #1)",Susan Dennard,"Dennard, Susan",,"=""""","=""""",0,Tor Teen,ebook,416,2016,2016,,2024/10/17,to-read,to-read (#125),to-read,,,,0,0
219360665,"The Unwanted Guest (The Locked Tomb, #3.5)",Tamsyn Muir,"Muir, Tamsyn",,"=""""","=""""",4,Tor.com,ebook,32,2024,2023,2023/08/29,2023/09/24,read-2023,read-2023 (#35),read,,,,1,0
198509194,"Fantastic Four, Vol. 3: The Impossible is Probable",Ryan North,"North, Ryan","Iban Coello, Ivan Fiorelli, Francesco Mortarino, Carlos Gómez, Jesus Aburtov, Brian Reber, Joe Caramagna, Ariana Maher","=""1302955985""","=""9781302955984""",4,Marvel,Paperback,144,2024,,2024/04/17,2024/04/17,"comics, read-2024","comics (#59), read-2024 (#21)",read,,,,1,0
125190024,"Fantastic Four, Vol. 2: Four Stories About Hope",Ryan North,"North, Ryan","Iban Coello, Ivan Fiorelli, Leandro Fernández, Jesus Aburtov, Joe Caramagna","=""1302934929""","=""9781302934927""",4,Marvel,Paperback,136,2024,,2024/04/17,2024/04/17,"comics, read-2024","comics (#58), read-2024 (#20)",read,,,,1,0
62956849,"Fantastic Four, Vol. 1: Whatever Happened to the Fantastic Four?",Ryan North,"North, Ryan","Iban Coello, Ivan Fiorelli, Jesus Aburtov, Joe Caramagna","=""1302932632""","=""9781302932633""",4,Marvel,Paperback,152,2023,2023,2024/04/17,2024/04/16,"comics, read-2024","comics (#57), read-2024 (#19)",read,,,,1,0
58309936,六爻 [Liu Yao: The Revitalization of Fuyao Sect],Priest,"Priest, Priest",,"=""""","=""""",0,,webnovel,935,,,,2021/01/02,"to-read, cnovels","to-read (#13), cnovels (#3)",to-read,,,,0,0
199190261,"Wrath of the Triple Goddess (Percy Jackson and the Olympians: The Senior Year Adventures, #2)",Rick Riordan,"Riordan, Rick",,"=""1368112382""","=""9781368112383""",4,Disney Hyperion,Hardcover,322,2024,2024,2024/09/25,2023/10/01,read-2024,read-2024 (#56),read,,,,1,0
145269,"Lucrezia Borgia: Life, Love, and Death in Renaissance Italy",Sarah Bradford,"Bradford, Sarah",,"=""0143035959""","=""9780143035954""",0,Penguin Books,Paperback,366,2005,2004,,2024/09/24,"to-read, nonfiction","to-read (#124), nonfiction (#11)",to-read,,,,0,0
204594051,"The Worst Duke in London  (Taming of the Dukes, #3)",Amalie Howard,"Howard, Amalie",,"=""1538737787""","=""9781538737781""",0,Forever,Paperback,384,2024,2024,,2024/09/24,"to-read, romance","to-read (#123), romance (#83)",to-read,,,,0,0
44787053,Elemental Haiku: Poems to Honor the Periodic Table Three Lines at a Time,Mary Soon Lee,"Lee, Mary Soon",,"=""1984856634""","=""9781984856630""",4,Ten Speed Press,Paperback,144,2019,2019,2024/09/17,2024/09/17,read-2024,read-2024 (#55),read,,,,1,0
44000538,Major Misconduct: The Human Cost of Fighting in Hockey,Jeremy Allingham,"Allingham, Jeremy",,"=""1551527715""","=""9781551527710""",4,Arsenal Pulp Press,Paperback,248,2019,,2024/09/16,2024/09/15,"nonfiction, read-2024","nonfiction (#10), read-2024 (#54)",read,,,,1,0
210499003,"Fantastic Four, Vol. 4: Fortune Favors the Fantastic",Ryan North,"North, Ryan","Carlos Gómez, Ivan Fiorelli, Jesus Arbutov, Fer Sifuentes-Sujo, Joe Caramagna, Alex Ross","=""1302955993""","=""9781302955991""",4,Marvel,Paperback,112,2024,,2024/07/31,2024/08/14,"comics, read-2024","comics (#84), read-2024 (#53)",read,,,,1,0
78133383,"A Holly Jolly Ever After (A Christmas Notch, #2)",Julie   Murphy,"Murphy, Julie",Sierra Simone,"=""0063222647""","=""9780063222649""",2,Avon,Hardcover,432,2023,2023,2024/07/01,2024/07/01,"read-2024, romance","read-2024 (#40), romance (#79)",read,,,,1,0
39668902,The New Mutants: Demon Bear,Chris Claremont,"Claremont, Chris",Bill Sienkiewicz,"=""1302503200""","=""9781302503208""",0,Marvel,Kindle Edition,139,2018,1984,2024/08/08,2024/08/09,"comics, read-2024","comics (#83), read-2024 (#52)",read,,,,1,0
215984706,"Verão de lenço vermelho (Verão de lenço vermelho, #1)",Katerina Silvanova,"Silvanova, Katerina","Elena Malissova, Yuri Martins de Oliveira","=""8555343291""","=""9788555343292""",0,Seguinte,Paperback,464,2024,,,2024/08/06,to-read,to-read (#121),to-read,,,,0,0
43252171,"Bungo Stray Dogs Light Novels, Vol. 1: Osamu Dazai's Entrance Exam",Kafka Asagiri,"Asagiri, Kafka",Sango Harukawa,"=""1975303229""","=""9781975303228""",0,Yen On,Paperback,196,2019,2014,,2021/10/30,"to-read, mangas","to-read (#36), mangas (#98)",to-read,,,,0,0
299796,X-23: Innocence Lost,Craig Kyle,"Kyle, Craig","Christopher Yost, Billy Tan","=""0785115021""","=""9780785115021""",0,Marvel Comics,Paperback,144,2006,2006,2024/07/25,2024/07/25,"comics, read-2024","comics (#74), read-2024 (#44)",read,,,,1,0
2258253,X-23: Target X,Craig Kyle,"Kyle, Craig","Christopher Yost, Mike Choi","=""078511971X""","=""9780785119715""",0,Marvel Entertainment,Paperback,144,2007,2007,2024/07/25,2024/07/25,"comics, read-2024","comics (#75), read-2024 (#45)",read,,,,1,0
58340825,"X-Men, Vol. 1",Gerry Duggan,"Duggan, Gerry","Pepe Larraz, Javier Pina","=""130292723X""","=""9781302927233""",0,Marvel Universe,Paperback,184,2022,2022,,2024/07/29,"comics, to-read","comics (#82), to-read (#120)",to-read,,,,1,0
57796311,X-Men: Hellfire Gala - Red Carpet Edition,Jonathan Hickman,"Hickman, Jonathan","Pepe Larraz, Matteo Lolli","=""1302931563""","=""9781302931568""",0,Marvel,Hardcover,400,2021,2021,2024/07/30,2024/07/29,"comics, read-2024","comics (#81), read-2024 (#51)",read,,,,1,0
55870104,"X-Men, Vol. 3",Jonathan Hickman,"Hickman, Jonathan","Phil Noto, Brett Booth, Francesco Mobili, Mahmud Asrar","=""1302924915""","=""9781302924911""",4,Marvel,Paperback,144,2021,2021,2024/07/29,2024/07/29,"comics, read-2024","comics (#80), read-2024 (#50)",read,,,,1,0
13130861,"X-23, Vol. 3: Don't Look Back",Marjorie M. Liu,"Liu, Marjorie M.","Sana Takeda, Phil Noto","=""0785152814""","=""9780785152811""",3,Marvel Enterprises,Hardcover,120,2012,2012,2024/07/29,2024/07/26,"comics, read-2024","comics (#79), read-2024 (#49)",read,,,,1,0
11674823,"X-23, Vol. 2: Chaos Theory",Marjorie M. Liu,"Liu, Marjorie M.","Sana Taleda, Phil Noto, John Rauch, Jody LeHeup","=""0785152962""","=""9780785152965""",4,Marvel Enterprises,Hardcover,186,2012,2012,2024/07/26,2024/07/26,"comics, read-2024","comics (#78), read-2024 (#48)",read,,,,1,0
10147556,Daken/X-23: Collision,Marjorie M. Liu,"Liu, Marjorie M.",Giuseppe Camuncoli,"=""0785147071""","=""9780785147077""",4,Marvel Enterprises,Hardcover,112,2011,2011,2024/07/26,2024/07/25,"comics, read-2024","comics (#77), read-2024 (#47)",read,,,,1,0
9593394,"X-23, Vol. 1: The Killing Dream",Marjorie M. Liu,"Liu, Marjorie M.","Will Conrad, Alina Urusov, Sana Takeda, John Rauch, David López, Álvaro López","=""0785152954""","=""9780785152958""",4,Marvel Enterprises,Hardcover,166,2011,2011,2024/07/26,2024/07/25,"comics, read-2024","comics (#76), read-2024 (#46)",read,,,,1,0
60896186,Married Thrice to Salted Fish 三嫁咸鱼,比卡比,"比卡比, 比卡比",,"=""""","=""""",5,jjwxc,Web Novel,1332,2021,,2024/07/24,2023/12/05,"cnovels, read-2024","cnovels (#13), read-2024 (#43)",read,,,,1,0
208918808,"The Duke at Hazard (Gentlemen of Uncertain Fortune, #2)",K.J. Charles,"Charles, K.J.",,"=""1398715794""","=""9781398715790""",4,Orion,ebook,336,2024,2024,2024/07/20,2024/03/31,"romance, read-2024","romance (#76), read-2024 (#42)",read,,,,1,0
58597742,"Haikyu!!, Vol. 1",Haruichi Furudate,"Furudate, Haruichi",,"=""6555941294""","=""9786555941296""",5,JBC,Paperback,392,2021,,2021/08/12,2021/08/12,"mangas, read-2021","mangas (#94), read-2021 (#94)",read,,,,1,0
34715150,"The Magpie Lord (A Charm of Magpies, #1)",K.J. Charles,"Charles, K.J.",,"=""0995799024""","=""9780995799028""",4,KJC Books,ebook,271,2017,2013,2024/07/15,2024/07/15,"read-2024, romance","read-2024 (#41), romance (#80)",read,,,,1,0
146145975,The Emperor and the Endless Palace,Justinian Huang,"Huang, Justinian",,"=""0778305236""","=""9780778305231""",0,MIRA,Hardcover,312,2024,2024,,2024/07/15,"to-read, romance","to-read (#119), romance (#81)",to-read,,,,0,0
371997,"Captain America: Winter Soldier, Vol. 1",Ed Brubaker,"Brubaker, Ed","Steve Epting, John Paul Leon, Tom Palmer, Frank D'Armata, Randy Gentile","=""0785119205""","=""9780785119203""",0,Marvel,Paperback,176,2006,2006,,2024/07/08,"to-read, comics","to-read (#118), comics (#73)",to-read,,,,0,0
127279000,Listen for the Lie,Amy Tintera,"Tintera, Amy",,"=""1250880319""","=""9781250880314""",0,Celadon Books,Hardcover,336,2024,2024,,2024/06/30,to-read,to-read (#117),to-read,,,,0,0
30312891,"Lord of Shadows (The Dark Artifices, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1442468408""","=""9781442468405""",5,Margaret K. McElderry Books,Hardcover,699,2017,2017,2020/03/14,2020/03/17,read-2020,read-2020 (#35),read,,,,4,0
25494343,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1442468351""","=""9781442468351""",4,Margaret K. McElderry Books,Hardcover,688,2016,2016,2020/03/12,2020/03/12,read-2020,read-2020 (#36),read,,,,4,0
49088978,"X-Men, Vol. 2",Jonathan Hickman,"Hickman, Jonathan","Leinil Francis Yu, Mahmud Asrar","=""1302919822""","=""9781302919825""",4,Marvel Universe,Paperback,152,2020,2020,2024/06/08,2024/06/08,"comics, read-2024","comics (#72), read-2024 (#39)",read,,,,1,0
51299101,"X-Men, Vol. 1",Jonathan Hickman,"Hickman, Jonathan","Leinil Francis Yu, Gerry Alanguilan, R.B. Silva, Matteo Buffagni, Sunny Gho, Marte Gracia","=""1302919814""","=""9781302919818""",4,Marvel,Paperback,176,2020,2020,2024/06/07,2024/06/07,"comics, read-2024","comics (#71), read-2024 (#38)",read,,,,1,0
58673883,The Many Deaths of Laila Starr,Ram V,"V, Ram","Filipe Andrade, Inês Amaro, AndWorld Design","=""1684158052""","=""9781684158058""",0,BOOM! Studios,Paperback,128,2022,2022,2024/06/05,2024/05/22,"comics, read-2024","comics (#64), read-2024 (#37)",read,,,,1,0
180633984,A Crane Among Wolves,June Hur,"Hur, June",,"=""1250858100""","=""9781250858108""",5,Feiwel & Friends,Kindle Edition,363,2024,2024,2024/06/04,2022/01/03,read-2024,read-2024 (#36),read,JUNE HUR YOU HAVE DONE IT AGAIN!!!!!,,,1,0
60468306,Knights of X,Tini Howard,"Howard, Tini",Bob Quinn,"=""1302934686""","=""9781302934682""",4,Marvel,Paperback,152,2022,2022,2024/06/02,2024/06/02,"comics, read-2024","comics (#70), read-2024 (#35)",read,,,,1,0
58505905,"Excalibur, Vol. 4",Tini Howard,"Howard, Tini","Mahmud Asrar, Marcus To","=""1302927906""","=""9781302927905""",4,Marvel,Paperback,136,2022,,2024/06/02,2024/06/02,"comics, read-2024","comics (#69), read-2024 (#34)",read,,,,1,0
55425934,"Excalibur, Vol. 3",Tini Howard,"Howard, Tini","Mahmud Asrar, Marcus To","=""1302924842""","=""9781302924843""",4,Marvel,Paperback,160,2021,2021,2024/06/02,2024/06/02,"comics, read-2024","comics (#68), read-2024 (#33)",read,,,,1,0
52851829,X-Men: X of Swords,Jonathan Hickman,"Hickman, Jonathan","Pepe Larraz, Marcus To, Adam Kubert, Stephen Segovia, David Baldeón, Tini Howard, Gerry Duggan, Benjamin Percy, Zeb Wells, Leah Williams","=""1302927175""","=""9781302927172""",4,Marvel,Hardcover,408,2021,2021,2024/06/02,2024/05/29,"comics, read-2024","comics (#67), read-2024 (#32)",read,,,,1,0
48717583,"Excalibur, Vol. 2",Tini Howard,"Howard, Tini","Marcus To, Erick Arcieniega, Wilton Santos, Oren Junior, Sean Parsons, Roberto Poggi, Victor Nava, Cory Petit, Joe Sabino","=""1302921460""","=""9781302921460""",4,Marvel Universe,Paperback,160,2020,2020,2024/05/29,2024/05/29,"comics, read-2024","comics (#66), read-2024 (#31)",read,,,,1,0
51299154,"Excalibur, Vol. 1",Tini Howard,"Howard, Tini","Marcus To, Erick Arciniega","=""1302919911""","=""9781302919917""",4,Marvel,Paperback,176,2020,2020,2024/05/29,2024/05/29,"comics, read-2024","comics (#65), read-2024 (#30)",read,,,,1,0
17785917,"Fantastic Four by Jonathan Hickman Omnibus, Vol. 1",Jonathan Hickman,"Hickman, Jonathan","Sean Chen, Dale Eaglesham, Neil Edwards, Steve Epting, Nick Dragotta, Barry Kitson","=""0785165665""","=""9780785165668""",0,Marvel Enterprises,Hardcover,800,2013,2013,2024/05/08,2024/04/22,"comics, read-2024","comics (#60), read-2024 (#26)",read,,,,1,0
55711468,"Blue Flag, Vol. 8 (Blue Flag, #8)",Kaito,"Kaito, Kaito",,"=""1974720942""","=""9781974720941""",0,VIZ Media LLC,Paperback,248,2021,2020,2021/08/11,2021/08/11,"mangas, read-2021","mangas (#93), read-2021 (#93)",read,"this whole manga was really touching and beautiful, i loved the ending, even though i think the last chapter was rushed and could have provided more explanations and details.",,,1,0
54303380,"Blue Flag, Vol. 7 (Blue Flag, #7)",Kaito,"Kaito, Kaito",,"=""1974718751""","=""9781974718757""",0,VIZ Media LLC,Paperback,248,2021,2019,2021/08/11,2021/08/11,"mangas, read-2021","mangas (#92), read-2021 (#92)",read,,,,1,0
54303374,"Blue Flag, Vol. 6 (Blue Flag, #6)",Kaito,"Kaito, Kaito",,"=""1974713067""","=""9781974713066""",0,VIZ Media LLC,Paperback,232,2021,2019,2021/08/11,2021/08/11,"mangas, read-2021","mangas (#91), read-2021 (#91)",read,,,,1,0
50891210,"Blue Flag, Vol. 5 (Blue Flag, #5)",Kaito,"Kaito, Kaito",,"=""1974713059""","=""9781974713059""",0,VIZ Media LLC,Paperback,216,2020,2018,2021/08/11,2021/08/11,"mangas, read-2021","mangas (#90), read-2021 (#90)",read,,,,1,0
52757887,"Blue Flag, Vol. 3 (Blue Flag, #3)",Kaito,"Kaito, Kaito",Adrienne Beck,"=""1974713032""","=""9781974713035""",0,VIZ Media LLC,Paperback,208,2020,2017,2021/08/10,2021/08/10,"mangas, read-2021","mangas (#86), read-2021 (#87)",read,,,,1,0
52757886,"Blue Flag, Vol. 2 (Blue Flag, #2)",Kaito,"Kaito, Kaito",Adrienne Beck,"=""1974713024""","=""9781974713028""",0,VIZ Media LLC,Paperback,224,2020,2017,2021/08/10,2021/08/10,"mangas, read-2021","mangas (#85), read-2021 (#86)",read,CRIED AGAIN. this is just breaking my heart constantly.,,,1,0
51086632,"Blue Flag, Vol. 1",Kaito,"Kaito, Kaito",Adrienne Beck,"=""1974713016""","=""9781974713011""",0,VIZ Media LLC,Paperback,224,2020,2017,2021/08/10,2021/08/08,"mangas, read-2021","mangas (#84), read-2021 (#85)",read,I CRIED. ,,,1,0
50891208,"Blue Flag, Vol. 4 (Blue Flag, #4)",Kaito,"Kaito, Kaito",,"=""1974713040""","=""9781974713042""",0,VIZ Media LLC,Paperback,208,2020,2018,2021/08/11,2021/08/11,"mangas, read-2021","mangas (#89), read-2021 (#89)",read,,,,1,0
17645,The Penelopiad,Margaret Atwood,"Atwood, Margaret",,"=""1841957178""","=""9781841957173""",0,Canongate U.S.,Hardcover,198,2005,2005,,2024/05/22,to-read,to-read (#115),to-read,,,,0,0
39794623,Fantastic Four by Waid & Wieringo Omnibus,Mark Waid,"Waid, Mark",,"=""1302913824""","=""9781302913823""",0,Marvel Comics,Hardcover,896,2018,2005,,2024/05/17,"to-read, comics, read-2024","to-read (#114), comics (#63), read-2024 (#29)",to-read,,,,0,0
22259495,"Fantastic Four by Jonathan Hickman Omnibus, Vol. 2",Jonathan Hickman,"Hickman, Jonathan","Greg Tocchini, Steve Epting, Barry Kitson, Juan Bobillo, Nick Dragotta, Gabriel Hernández Walta, Andre Araujo","=""0785189009""","=""9780785189008""",0,Marvel Enterprises,Hardcover,832,2014,2014,2024/05/17,2024/05/08,"comics, read-2024","comics (#62), read-2024 (#28)",read,,,,1,0
210907215,"My Dear Detective: Mitsuko’s Case Files, Vol. 4",Natsumi Ito,"Ito, Natsumi",Samuel Messner,"=""1960186124""","=""9781960186126""",4,Omoi,Kindle Edition,0,2024,,2024/06/18,2024/05/05,"mangas, read-2024","mangas (#128), read-2024 (#27)",read,,,,1,0
59522084,Fantastic Four: Life Story,Mark   Russell,"Russell, Mark","Sean Izaakse, Francesco Manna, Carlos Magno, Zé Carlos, Ángel Unzueta, Nolan Woodard, Joe Caramagna","=""1302927981""","=""9781302927981""",0,Marvel,Paperback,200,2022,,2024/05/05,2024/05/03,"comics, read-2024","comics (#61), read-2024 (#25)",read,,,,1,0
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,"=""1984806750""","=""9781984806758""",4,Berkley,Paperback,361,2021,2021,2021/09/23,2021/09/22,romance,romance (#1),read,i really loved this book! alex and poppy made me believe in love and in the best friends to lovers trope!!,,,2,0
61718053,Happy Place,Emily Henry,"Henry, Emily",,"=""0593441273""","=""9780593441275""",3,Berkley,Hardcover,400,2023,2023,2023/10/11,2022/08/14,"romance, read-2023","romance (#48), read-2023 (#40)",read,,,,1,0
58807482,Silent Reading [默读],Priest,"Priest, Priest",,"=""""","=""""",5,,ebook,1540,,,2021/02/12,2021/01/06,"read-2021, cnovels","read-2021 (#6), cnovels (#7)",read,,,,1,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,"=""0593334833""","=""9780593334836""",4,Berkley,Paperback,377,2022,2022,2022/05/15,2021/09/24,"romance, read-2022","romance (#7), read-2022 (#48)",read,,,,2,0
194802722,Funny Story,Emily Henry,"Henry, Emily",,"=""""","=""""",4,Berkley,Kindle Edition,395,2024,2024,2024/04/25,2023/10/07,"romance, read-2024","romance (#72), read-2024 (#24)",read,,,,1,0
204587972,Prove It (Do or Die #1),Stephanie Hoyt,"Hoyt, Stephanie",,"=""1648907237""","=""9781648907234""",3,NineStar Press,Paperback,354,2024,2024,2024/04/21,2024/04/20,"read-2024, romance","read-2024 (#22), romance (#78)",read,,,,1,0
546965,"New X-Men, Vol. 3: New Worlds",Grant Morrison,"Morrison, Grant","Igor Kordey, John Paul Leon, Ethan Van Sciver","=""0785109765""","=""9780785109761""",0,Marvel Enterprises,Paperback,168,2006,2002,2024/02/28,2024/02/27,"comics, read-2024","comics (#46), read-2024 (#23)",read,,,,1,0
42974594,Quicksilver: No Surrender,Saladin Ahmed,"Ahmed, Saladin","Eric Nguyen, Martin Simmonds","=""1302507230""","=""9781302507237""",4,Marvel,Kindle Edition,108,2018,2018,2024/03/01,2024/03/01,"comics, read-2024","comics (#51), read-2024 (#13)",read,,,,1,0
57653293,"X-Corp, Vol. 1",Tini Howard,"Howard, Tini","David Aja, Alberto Foche, Valentine De Landro","=""1302930206""","=""9781302930202""",0,Marvel,Paperback,152,2021,2021,2024/04/16,2024/04/16,"comics, read-2024","comics (#56), read-2024 (#18)",read,,,,1,0
56755933,"X-Factor, Vol. 2",Leah Williams,"Williams, Leah","David Baldeón, David Messina, Lucas Werneck, Israel Silva, Joe Caramagna","=""1302921851""","=""9781302921859""",3,Marvel Universe,Paperback,136,2021,2021,2024/04/16,2024/04/16,"comics, read-2024","comics (#55), read-2024 (#17)",read,"just when i started really enjoying it, it got canceled!! i feel like this could’ve turned out to be so good if they kept going :((",,,1,0
52723494,"X-Factor, Vol. 1",Leah Williams,"Williams, Leah",,"=""1302921843""","=""9781302921842""",2,Marvel Universe,Paperback,128,2020,2021,2024/04/16,2024/04/14,"comics, read-2024","comics (#54), read-2024 (#16)",read,love the premise but the execution… this was so boring! everything about the mojoworld was a very annoyingly unsubtle criticism of social media culture and the story suffered for it. also i just didn’t like the art at all. ,,,1,0
45032046,House of X/Powers of X,Jonathan Hickman,"Hickman, Jonathan","Pepe Larraz, R.B. Silva","=""1302915703""","=""9781302915704""",3,Marvel Enterprises,Hardcover,448,2019,2019,2024/04/11,2024/04/11,"comics, read-2024","comics (#53), read-2024 (#14)",read,,,,1,0
181110014,Icarus,K. Ancrum,"Ancrum, K.",,"=""0063285789""","=""9780063285781""",0,HarperCollins,Hardcover,382,2024,2024,,2024/04/06,"to-read, romance","to-read (#113), romance (#77)",to-read,,,,0,0
54017820,"Little Thieves (Little Thieves, #1)",Margaret  Owen,"Owen, Margaret",,"=""1250191904""","=""9781250191908""",0,Henry Holt and Co. (BYR),Hardcover,512,2021,2021,,2024/03/07,to-read,to-read (#112),to-read,,,,0,0
122781215,Charming Like Us (Special Edition Paperback),Krista Ritchie,"Ritchie, Krista",Becca Ritchie,"=""1950165574""","=""9781950165575""",0,K.B. Ritchie LLC,Paperback,466,2023,2020,2022/01/27,2022/01/26,read-2022,read-2022 (#15),read,,,,1,0
122772362,Headstrong Like Us (Special Edition Paperback),Krista Ritchie,"Ritchie, Krista",Becca Ritchie,"=""1950165558""","=""9781950165551""",0,K.B. Ritchie LLC,Paperback,448,2023,2019,2022/01/25,2022/01/24,read-2022,read-2022 (#13),read,,,,1,0
75505296,"Sinful Like Us (Like Us, #5)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,"=""1950165531""","=""9781950165537""",0,K.B. Ritchie LLC,Paperback,468,2022,2019,2022/01/24,2022/01/23,read-2022,read-2022 (#12),read,,,,1,0
75320344,"Tangled Like Us (Like Us, #3)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,"=""1950165515""","=""9781950165513""",0,K.B. Ritchie LLC,Paperback,450,2022,2019,2022/01/23,2022/01/21,read-2022,read-2022 (#11),read,,,,1,0
62821037,"Alphas Like Us (Like Us, #3)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,"=""""","=""""",0,K.B. Ritchie,Kindle Edition,489,2018,2018,2022/01/21,2022/01/20,read-2022,read-2022 (#10),read,,,,1,0
62821031,"Lovers Like Us (Like Us, #2)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,"=""""","=""""",0,K.B. Ritchie,Kindle Edition,462,2017,2017,2022/01/20,2022/01/20,read-2022,read-2022 (#9),read,,,,1,0
63110065,Damaged Like Us (Like Us #1),Krista Ritchie,"Ritchie, Krista",Becca Ritchie,"=""1950165442""","=""9781950165445""",0,K.B. Ritchie LLC,Paperback,378,2022,2017,2022/01/19,2022/01/20,read-2022,read-2022 (#8),read,,,,1,0
50514218,"A Sign of Affection, Vol. 1",Suu Morishita,"Morishita, Suu",Christine Dashiell,"=""1646593383""","=""9781646593385""",0,Kodansha Comics,Kindle Edition,198,2020,2019,,2024/02/29,"to-read, mangas","to-read (#111), mangas (#127)",to-read,,,,0,0
22392,"New X-Men, Vol. 7: Here Comes Tomorrow",Grant Morrison,"Morrison, Grant",Marc Silvestri,"=""0785113452""","=""9780785113454""",0,Marvel Enterprises,Paperback,112,2006,2004,2024/02/29,2024/02/29,"comics, read-2024","comics (#50), read-2024 (#12)",read,,,,1,0
