Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
75498172,If I Have to Be Haunted,Miranda Sun,"Sun, Miranda",,"=""0063252767""","=""9780063252769""",0,HarperCollins,Hardcover,368,2023,2023,,2022/02/11,to-read,to-read (#42),to-read,,,,0,0
6672183,"Batman & Robin, Vol. 1: Batman Reborn",Grant Morrison,"Morrison, Grant","Frank Quitely, Philip Tan, Jonathan Glapion, Alex Sinclair","=""1401225667""","=""9781401225667""",0,DC Comics,Hardcover,168,2010,2011,2023/03/20,2023/03/20,"comics, read-2023","comics (#37), read-2023 (#7)",read,,,,1,0
35614314,The Weight of Our Sky,Hanna Alkaf,"Alkaf, Hanna",,"=""1534426086""","=""9781534426085""",0,Salaam Reads,Hardcover,277,2019,2019,2020/05/17,2020/05/12,read-2020,read-2020 (#55),read,,,,1,0
59807976,"Into the Riverlands (The Singing Hills Cycle, #3)",Nghi Vo,"Vo, Nghi",,"=""1250851424""","=""9781250851420""",0,Tordotcom,Hardcover,100,2022,2022,,2023/03/15,to-read,to-read (#66),to-read,,,,0,0
61294937,"The Adventures of Amina al-Sirafi (Amina al-Sirafi, #1)",Shannon Chakraborty,"Chakraborty, Shannon",S.A. Chakraborty,"=""""","=""""",0,Harper Voyager,Hardcover,483,2023,2023,,2023/02/28,to-read,to-read (#65),to-read,,,,0,0
44785311,"Hither, Page (Page & Sommers, #1)",Cat Sebastian,"Sebastian, Cat",,"=""1386666920""","=""9781386666929""",3,,ebook,232,2019,2019,2023/01/27,2022/10/09,"romance, read-2023","romance (#51), read-2023 (#2)",read,,,,1,0
60321513,"Silver Under Nightfall (Reaper, #1)",Rin Chupeco,"Chupeco, Rin",,"=""1982195711""","=""9781982195717""",0,S&S/Saga Press,Hardcover,512,2022,2022,,2023/02/14,to-read,to-read (#64),to-read,,,,0,0
17699859,"Chain of Thorns (The Last Hours, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1406358118""","=""9781406358117""",3,Walker Books,Hardcover,778,2023,2023,2023/02/02,2021/03/23,read-2023,read-2023 (#3),read,,,,1,0
63132362,"He Who Drowned the World (The Radiant Emperor, #2)",Shelley Parker-Chan,"Parker-Chan, Shelley",,"=""1250621836""","=""9781250621832""",0,Tor Books,ebook,486,2023,2023,,2022/11/05,to-read,to-read (#59),to-read,,,,0,0
57915993,Blood Over Bright Haven,M.L. Wang,"Wang, M.L.",,"=""""","=""""",0,M.L. Wang,Kindle Edition,527,2023,2023,,2023/01/06,to-read,to-read (#63),to-read,,,,0,0
39927096,"Less (Arthur Less, #1)",Andrew Sean Greer,"Greer, Andrew Sean",,"=""""","=""""",0,Lee Boudreaux Books,Kindle Edition,273,2017,2017,,2022/12/26,to-read,to-read (#62),to-read,,,,0,0
60399181,"The World We Make (Great Cities, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""035651269X""","=""9780356512693""",5,Orbit,Hardcover,357,2022,2022,2022/12/13,2022/04/11,read-2022,read-2022 (#62),read,"this entire series just might be one of my favorite things in fantasy! i’m obsessed with it, not enough words to describe how much i loved reading this!!",,,1,0
57899793,All My Rage,Sabaa Tahir,"Tahir, Sabaa",,"=""0593202341""","=""9780593202340""",5,Razorbill,Hardcover,376,2022,2022,2022/12/04,2022/03/07,read-2022,read-2022 (#61),read,,,,1,0
54756850,"Delilah Green Doesn't Care (Bright Falls, #1)",Ashley Herring Blake,"Blake, Ashley Herring",,"=""0593336402""","=""9780593336403""",4,Berkley,Paperback,375,2022,2022,2022/12/01,2021/12/30,"romance, read-2022","romance (#32), read-2022 (#60)",read,,,,1,0
62877213,Angels Before Man,Rafael Nicolás,"Nicolás, Rafael",,"=""""","=""9798987043509""",0,,Kindle Edition,398,2022,2022,,2022/11/27,to-read,to-read (#61),to-read,,,,0,0
59365195,"Bloodmarked (The Legendborn Cycle, #2)",Tracy Deonn,"Deonn, Tracy",,"=""1534441638""","=""9781534441637""",5,Simon & Schuster Books for Young Readers,Hardcover,576,2022,2022,2022/11/26,2021/05/06,read-2022,read-2022 (#58),read,,,,1,0
53058846,"Throttled (Dirty Air, #1)",Lauren Asher,"Asher, Lauren",,"=""""","=""""",1,,ebook,355,2020,2020,2022/11/23,2022/11/23,"read-2022, romance","read-2022 (#59), romance (#53)",read,"“No wonder barely any women have jobs in the F1 industry. I doubt I’d be productive working around this hotness day in, day out.”<br/><br/>this is the thesis of the whole book, basically. i’ll never trust booktok recommendations again. a romance that is mediocre at best with extremely boring characters and inexistent plot cannot be enough to excuse the rampant misogyny, slutshaming, the “i’m not like other girls” and machismo in this book. besides the horrible stuff, the main couple might be one of the worst i’ve ever read, i was cringing through all their scenes, it was painful to read it. overall, how this book managed to become so popular while being so boring and misogynistic in the year of our lord 2022 is a phenomenon that should be studied by the academics.",,,1,0
61796767,"Boa garota, segredo mortal (Manual de assassinato para boas garotas, #2)",Holly  Jackson,"Jackson, Holly",Karoline Melo,"=""6555603771""","=""9786555603774""",3,Intrínseca,Kindle Edition,421,2022,2020,2022/11/07,2022/09/18,read-2022,read-2022 (#57),read,,,,1,0
34828626,A Place Called Perfect,Helena Duggan,"Duggan, Helena",Karl James Mountford,"=""1474924166""","=""9781474924160""",0,Usborne,Paperback,368,2017,2012,,2022/10/29,to-read,to-read (#58),to-read,,,,0,0
29588376,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",0,Spectra,Kindle Edition,752,2016,2006,,2022/10/26,to-read,to-read (#57),to-read,,,,0,0
42302727,"Bonds of Brass (The Bloodright Trilogy, #1)",Emily Skrutskie,"Skrutskie, Emily",,"=""0593128893""","=""9780593128893""",0,Del Rey Books,Hardcover,304,2020,2020,2020/05/07,2020/01/09,read-2020,read-2020 (#60),read,,,,1,0
31373240,"Greywaren (Dreamer Trilogy, #3)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""1338188410""","=""9781338188417""",5,Scholastic Press,Kindle Edition,336,2022,2022,2022/10/20,2021/05/19,read-2022,read-2022 (#56),read,,,,1,0
55648820,Seven Days in June,Tia Williams,"Williams, Tia",,"=""""","=""""",4,Grand Central Publishing,Hardcover,336,2021,2021,2022/09/30,2022/07/07,"romance, read-2022","romance (#45), read-2022 (#55)",read,,,,1,0
62597278,"In a Jam (Friendship, Rhode Island #1)",Kate Canterbary,"Canterbary, Kate",,"=""""","=""""",0,,Paperback,480,2022,2022,,2022/10/01,"to-read, romance","to-read (#55), romance (#50)",to-read,,,,0,0
58884661,"Blue Period, Vol. 8",Tsubasa Yamaguchi,"Yamaguchi, Tsubasa",,"=""1646512928""","=""9781646512928""",4,Kodansha Comics,Paperback,208,2022,2020,2021/03/10,2021/02/18,"mangas, read-2021","mangas (#62), read-2021 (#46)",read,,,,1,0
60506933,"Blue Period, Vol. 9",Tsubasa Yamaguchi,"Yamaguchi, Tsubasa",,"=""1646513959""","=""9781646513956""",4,Kodansha Comics,Paperback,198,2022,2021,2021/08/11,2021/04/18,"mangas, read-2021","mangas (#87), read-2021 (#88)",read,,,,1,0
61048568,"Blue Period, Vol. 10",Tsubasa Yamaguchi,"Yamaguchi, Tsubasa",,"=""1646513967""","=""9781646513963""",5,Kodansha Comics,Paperback,216,2022,2021,2021/08/16,2021/08/11,"mangas, read-2021","mangas (#88), read-2021 (#96)",read,yotasuke’s character development was incredible and it made me cry!!,,,1,0
61048553,"Blue Period, Vol. 11",Tsubasa Yamaguchi,"Yamaguchi, Tsubasa",,"=""1646515668""","=""9781646515660""",5,Kodansha Comics,Paperback,200,2022,2021,2021/09/22,2021/08/18,"mangas, read-2021","mangas (#95), read-2021 (#102)",read,,,,1,0
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""1423101464""","=""9781423101468""",4,Hyperion Books for Children,Hardcover,361,2008,2008,2016/01/01,2020/05/20,,,read,,,,1,0
61767292,"Icebreaker (Maple Hills, #1)",Hannah  Grace,"Grace, Hannah",,"=""""","=""""",2,Pig & Bear Publishing,Kindle Edition,447,2022,2022,2022/09/22,2022/08/25,"romance, read-2022","romance (#49), read-2022 (#54)",read,"not gonna lie, i only finished this book because i had nothing better to do. it’s dramatically boring and i can’t remember half the stuff that happened by now. ",,,1,0
59251247,Self-Made Boys: A Great Gatsby Remix,Anna-Marie McLemore,"McLemore, Anna-Marie",,"=""1250774934""","=""9781250774934""",0,Feiwel & Friends,Hardcover,336,2022,2022,,2022/09/21,to-read,to-read (#54),to-read,,,,0,0
54823479,The Witch King (Witch King #1),H.E. Edgmon,"Edgmon, H.E.",,"=""1335212795""","=""9781335212795""",2,Inkyard Press,Hardcover,421,2021,2021,2021/06/14,2020/10/31,read-2021,read-2021 (#74),read,,,,1,0
60734818,"Manual de assassinato para boas garotas (Manual de assassinato para boas garotas, #1)",Holly  Jackson,"Jackson, Holly","Diego Magalhães, Karoline Melo","=""""","=""""",4, Intrínseca,Paperback,448,2022,2019,2022/09/19,2022/09/11,read-2022,read-2022 (#53),read,,,,1,0
56755542,Not Here to Be Liked,Michelle Quach,"Quach, Michelle",,"=""0063038366""","=""9780063038363""",0,HarperCollins,Hardcover,384,2021,2021,,2021/12/29,"to-read, romance","to-read (#38), romance (#31)",to-read,,,,0,0
25322245,"An Offer From a Gentleman (Bridgertons, #3)",Julia Quinn,"Quinn, Julia",,"=""""","=""""",0,Avon,ebook,390,2015,2001,2022/03/30,2022/03/29,"read-2022, romance","read-2022 (#36), romance (#41)",read,,,,1,0
53446712,"The Oleander Sword (The Burning Kingdoms, #2)",Tasha Suri,"Suri, Tasha",,"=""0316538531""","=""9780316538534""",5,Orbit,Kindle Edition,513,2022,2022,2022/09/11,2022/01/30,"read-2022, favorites","read-2022 (#52), favorites (#7)",read,"it took me almost a month to finish this book and five hundred pages for this book to finish me.<br/><br/>the second book is almost never as good as the first, but the oleander sword is even better than its predecessor. the stakes are higher than ever, the plot is intense and takes many unpredictable turns, and you fall even more deeply in love with the characters as they are put through the war for the throne.<br/><br/>this book has such beautiful romances and friendships, it raised the bar for love in fantasy and all these relationships make the plot even more heart-wrenching, as they change the war and are changed by it.<br/><br/>at the end, i don’t have enough words to properly describe how much i love the oleander sword. i can’t recommend the burning kingdom enough, one of my favorite series!!",,,1,0
29725908,"Always Raining Here, Volume 1",Hazel + Bell,"Bell, Hazel +",Hazel,"=""0995042705""","=""9780995042704""",3,Hazel + Bell,Paperback,96,2016,2012,2019/01/01,2018/11/22,,,read,,,,1,0
59805612,The Sleepless,Victor Manibo,"Manibo, Victor",,"=""164566046X""","=""9781645660460""",0,Erewhon Books,Hardcover,400,2022,2022,,2022/08/25,to-read,to-read (#53),to-read,,,,0,0
41219208,"A Cidade de Bronze (Trilogia de Daevabad, #1)",S.A. Chakraborty,"Chakraborty, S.A.",Mariana Kohnert,"=""8592795429""","=""9788592795429""",4,Morro Branco,Hardcover,608,2018,2017,2022/07/29,2020/12/10,read-2022,read-2022 (#49),read,,,,1,0
55660488,"O Reino de Cobre (Trilogia de Daevabad, #2)",S.A. Chakraborty,"Chakraborty, S.A.",Mariana Kohnert,"=""6586015065""","=""9786586015065""",0,Morro Branco,Hardcover,704,2020,2019,,2022/07/29,to-read,to-read (#52),to-read,,,,0,0
53401676,Excuse Me While I Ugly Cry,Joya Goffney,"Goffney, Joya",,"=""0063024810""","=""9780063024816""",0,HarperTeen,ebook,368,2021,2021,,2022/07/25,"to-read, romance","to-read (#51), romance (#47)",to-read,,,,0,0
53310061,"Dial A for Aunties (Aunties, #1)",Jesse Q. Sutanto,"Sutanto, Jesse Q.",,"=""0593336739""","=""9780593336731""",3,Berkley,Hardcover,299,2021,2021,2022/03/22,2021/10/24,read-2022,read-2022 (#34),read,,,,1,0
58667490,"The Dawn of Yangchen (The Yangchen Novels, #1)",F.C. Yee,"Yee, F.C.",,"=""141975677X""","=""9781419756771""",0,Harry N. Abrams,Hardcover,336,2022,2022,,2022/07/12,to-read,to-read (#50),to-read,,,,0,0
561456,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,Puffin Books,Kindle Edition,352,2007,2007,2016/01/01,2020/05/20,,,read,,,,2,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",0,Knopf,Hardcover,256,2021,2021,,2022/06/24,to-read,to-read (#49),to-read,,,,0,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",4,Hyperion Books,Hardcover,279,2006,2006,2016/01/01,2020/05/20,,,read,,,,2,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",4,Disney Hyperion Books,Paperback,377,2006,2005,2016/01/12,2020/05/20,,,read,,,,2,0
58034464,"Nós somos a cidade (Grandes Cidades, #1)",N.K. Jemisin,"Jemisin, N.K.",Helen Pandolfi,"=""8556511198""","=""9788556511195""",5,Suma,Paperback,334,2021,2020,2021/10/04,2020/10/27,"read-2021, favorites","read-2021 (#111), favorites (#6)",read,,,,1,0
53806230,将进酒 [Qiāng Jìn Jiǔ],Tang Jiu Qing,"Qing, Tang Jiu",唐酒卿,"=""""","=""""",0,jjwxc,Web Novel,2750,2018,,,2022/05/21,"to-read, cnovels","to-read (#48), cnovels (#11)",to-read,,,,0,0
15704307,"Saga, Volume 1",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1607066017""","=""9781607066019""",0,Image Comics,Paperback,160,2012,2012,,2022/05/06,"to-read, comics","to-read (#47), comics (#36)",to-read,,,,0,0
59440716,"Strike the Zither (Kingdom of Three, #1)",Joan He,"He, Joan",,"=""1250258588""","=""9781250258588""",0,Roaring Brook Press,Hardcover,368,2022,2022,,2022/04/27,to-read,to-read (#46),to-read,,,,0,0
50027029,"You Deserve Each Other (You Deserve Each Other, #1)",Sarah Hogle,"Hogle, Sarah",,"=""""","=""""",4,G.P. Putnam's Sons,Kindle Edition,368,2020,2020,2022/04/20,2022/01/24,"romance, read-2022","romance (#34), read-2022 (#46)",read,,,,1,0
56978042,Icebreaker,A.L. Graziadei,"Graziadei, A.L.",,"=""1250777119""","=""9781250777119""",4,Godwin Books,Hardcover,320,2022,2022,2022/04/18,2022/04/15,"read-2022, romance","read-2022 (#45), romance (#44)",read,,,,1,0
56235566,아기가 생겼어요 2,NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",4,Tapas ,Web Comic,1080,2020,,2022/04/17,2022/04/17,"mangas, read-2022","mangas (#111), read-2022 (#44)",read,,,,1,0
53457092,"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,"Lim, Elizabeth",,"=""0593300939""","=""9780593300930""",4,Knopf,ebook,454,2021,2021,2022/04/16,2020/10/31,read-2022,read-2022 (#42),read,"i’m literally losing my mind! this book is so insanely good, every time i picked it up i couldn’t stop until i had read at least 100 more pages!!<br/><br/>i love shiori and watching her grow as a person throughout the book was so beautiful, it made me like her even more! the plot was very intriguing and surprising to me. the romances were so cute, i can’t wait to see more of it in book two!!",,,1,0
55711519,"Haikyu!!, Vol. 45",Haruichi Furudate,"Furudate, Haruichi",,"=""197472364X""","=""9781974723645""",5,VIZ Media LLC,Paperback,224,2021,2020,2020/07/30,2021/01/22,"read-2020, mangas","read-2020 (#120), mangas (#20)",read,,,,2,0
55711499,"Haikyu!!, Vol. 44",Haruichi Furudate,"Furudate, Haruichi",,"=""197472283X""","=""9781974722839""",5,VIZ Media LLC,Paperback,192,2021,2020,2020/07/30,2021/01/22,"read-2020, mangas","read-2020 (#119), mangas (#19)",read,,,,2,0
49438663,"Nick and Charlie (Solitaire, #1.5)",Alice Oseman,"Oseman, Alice",,"=""0008389667""","=""9780008389666""",5,Harper Collins Children’s Books,Paperback,159,2020,2015,2020/02/01,2020/02/04,read-2020,read-2020 (#52),read,,,,3,0
54303333,"Haikyu!!, Vol. 43",Haruichi Furudate,"Furudate, Haruichi",,"=""1974720985""","=""9781974720989""",5,VIZ Media LLC,Paperback,216,2021,2020,2020/07/30,2021/01/22,"read-2020, mangas","read-2020 (#118), mangas (#18)",read,,,,2,0
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,Tor.com,Hardcover,158,2018,2018,2022/04/12,2022/04/10,read-2022,read-2022 (#41),read,,,,1,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,Tor.com,ebook,144,2017,2017,2022/04/10,2022/04/07,read-2022,read-2022 (#40),read,"all systems red really made my heart hurt, who knew a robot going through the mortifying ordeal of being known would knock me down?? not me.",,,1,0
59980,Batman: Year One,Frank Miller,"Miller, Frank","David Mazzucchelli, Richmond Lewis, Dennis O'Neil, Todd Klein","=""1401207529""","=""9781401207526""",0,DC Comics,Paperback,136,2007,1988,2022/04/07,2022/04/07,"comics, read-2022","comics (#34), read-2022 (#39)",read,,,,1,0
48560168,Pequeno Manual Antirracista,Djamila Ribeiro,"Ribeiro, Djamila",,"=""8535932879""","=""9788535932874""",0,Companhia das Letras,Paperback,136,2019,2019,2020/06/01,2020/05/27,read-2020,read-2020 (#53),read,,,,1,0
11867860,"The Bridgertons: Happily Ever After (Bridgertons, #1.5-8.5; 8.6)",Julia Quinn,"Quinn, Julia",,"=""0061233005""","=""9780061233005""",3,HarperCollins,Paperback,374,2013,2013,2022/03/30,2022/03/30,"read-2022, romance","read-2022 (#38), romance (#43)",read,,,,1,0
110396,"When He Was Wicked (Bridgertons, #6)",Julia Quinn,"Quinn, Julia",,"=""0060531231""","=""9780060531232""",3,Avon,Mass Market Paperback,368,2004,2004,2022/03/30,2022/03/30,"read-2022, romance","read-2022 (#37), romance (#42)",read,,,,1,0
110384,"Romancing Mister Bridgerton (Bridgertons, #4)",Julia Quinn,"Quinn, Julia",,"=""0380820846""","=""9780380820849""",2,Avon,Mass Market Paperback,370,2002,2002,2022/03/19,2022/03/19,"read-2022, romance","read-2022 (#33), romance (#40)",read,,,,1,0
30621637,"Black Panther, Vol. 2: A Nation Under Our Feet, Book Two",Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""1302900544""","=""9781302900540""",3,Marvel Comics,Paperback,144,2017,2017,2022/03/18,2022/03/18,"comics, read-2022","comics (#32), read-2022 (#32)",read,,,,1,0
29246432,"Black Panther, Vol. 1: A Nation Under Our Feet, Book One",Ta-Nehisi Coates,"Coates, Ta-Nehisi","Brian Stelfreeze, Jack Kirby, Stan Lee","=""1302900536""","=""9781302900533""",3,Marvel Universe,Paperback,144,2016,2016,2022/03/18,2022/03/18,"comics, read-2022","comics (#31), read-2022 (#31)",read,,,,1,0
51574372,"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,"Oseman, Alice",,"=""144495279X""","=""9781444952797""",5,HACHETTE INTL,Paperback,384,2021,2021,2020/11/11,2020/01/09,"read-2020, comics","read-2020 (#20), comics (#30)",read,,,,2,0
43449920,"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,"Oseman, Alice",,"=""""","=""""",5,Hodder Children's Books,Paperback,384,2020,2020,2019/02/01,2019/12/31,comics,comics (#29),read,,,,2,0
43307358,"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,"Oseman, Alice",,"=""1444951408""","=""9781444951400""",5,Hodder Children's Books,Paperback,320,2019,2019,2018/09/01,2019/12/31,comics,comics (#28),read,,,,2,0
42189109,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,"Oseman, Alice",,"=""1444951386""","=""9781444951387""",5,HACHETTE INTL,Paperback,263,2019,2018,2018/09/01,2018/11/22,comics,comics (#27),read,,,,2,0
40728791,Orgulho e Preconceito,Jane Austen,"Austen, Jane",Roberto Leal Ferreira,"=""8544001823""","=""9788544001820""",5,Martin Claret,Hardcover,424,2018,1813,2022/03/14,2021/01/05,"read-2022, romance","read-2022 (#30), romance (#38)",read,"yeah, it is as good as everyone says it is. ",,,1,0
44084762,"Our Violent Ends (These Violent Delights, #2)",Chloe Gong,"Gong, Chloe",,"=""1529344565""","=""9781529344561""",3,Hodder & Stoughton,Hardcover,494,2021,2021,2021/04/15,2020/11/27,read-2021,read-2021 (#123),read,,,,1,0
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,"Gong, Chloe",,"=""1534457690""","=""9781534457690""",3,Margaret K. McElderry Books,Hardcover,449,2020,2020,2020/11/27,2020/10/24,read-2020,read-2020 (#17),read,,,,1,0
53217284,"A Marvellous Light (The Last Binding, #1)",Freya Marske,"Marske, Freya",,"=""1250788897""","=""9781250788894""",4,Tordotcom,Kindle Edition,377,2021,2021,2022/03/10,2021/01/26,"read-2022, romance","read-2022 (#29), romance (#37)",read,"a marvellous light can convince anyone that love exists! i was so invested in the story from the very start, the mysteries and the magic system are so interesting and the characters of this book… i have no words. i can’t wait for maude’s book!",,,1,0
861326,"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,"Quinn, Julia",,"=""""","=""""",3,Avon,Mass Market Paperback,480,2006,2000,2022/03/07,2022/03/07,"read-2022, romance","read-2022 (#28), romance (#36)",read,,,,1,0
53205912,"Winter's Orbit (Winter's Orbit, #1)",Everina Maxwell,"Maxwell, Everina",,"=""1250758831""","=""9781250758835""",4,Tor Books,Hardcover,432,2021,2021,2022/03/03,2021/02/10,read-2022,read-2022 (#26),read,,,,1,0
59808117,"Ocean's Echo (Winter's Orbit, #2)",Everina Maxwell,"Maxwell, Everina",,"=""1250758866""","=""9781250758866""",0,Tor Books,Hardcover,464,2022,2022,,2022/03/02,to-read,to-read (#45),to-read,,,,0,0
46201276,"Cordialmente Cruel (Cordialmente Cruel, #1)",Maureen Johnson,"Johnson, Maureen",Paula di Carvalho,"=""8595084491""","=""9788595084490""",3,HarperCollins,Paperback,320,2019,2018,2022/01/09,2022/01/05,read-2022,read-2022 (#25),read,,,,1,0
59365584,"Zachary Ying and the Dragon Emperor (Zachary Ying, #1)",Xiran Jay Zhao,"Zhao, Xiran Jay",,"=""1665900709""","=""9781665900706""",0,Margaret K. McElderry Books,Hardcover,340,2022,2022,,2022/02/26,to-read,to-read (#44),to-read,,,,0,0
50666983,"Fortune Favors the Dead (Pentecost and Parker, #1)",Stephen Spotswood,"Spotswood, Stephen",,"=""0385546556""","=""9780385546553""",0,Doubleday,Hardcover,321,2020,2020,,2022/01/21,"to-read, romance","to-read (#40), romance (#35)",to-read,,,,0,0
56088604,Avatar: The Last Airbender - The Promise Omnibus,Gene Luen Yang,"Yang, Gene Luen",Gurihuru,"=""1506717845""","=""9781506717845""",3,Dark Horse Books,Paperback,232,2020,2013,2020/12/29,2021/03/09,"read-2020, comics","read-2020 (#121), comics (#1)",read,,,,1,0
56978109,Ophelia After All,Racquel Marie,"Marie, Racquel",,"=""1250797306""","=""9781250797308""",0,Feiwel & Friends,Hardcover,341,2022,2022,,2022/02/17,to-read,to-read (#43),to-read,,,,0,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,Grand Central Publishing,Kindle Edition,496,2017,2017,,2022/02/06,to-read,to-read (#41),to-read,,,,0,0
58219311,呪術廻戦 18 [Jujutsu Kaisen 18],Gege Akutami,"Akutami, Gege",芥見下々,"=""4088828488""","=""9784088828480""",4,集英社,Paperback,192,2021,2021,2021/10/04,2022/01/31,"mangas, read-2021","mangas (#109), read-2021 (#137)",read,,,,1,0
59366075,"Jujutsu Kaisen, Vol. 17",Gege Akutami,"Akutami, Gege",,"=""1974732339""","=""9781974732333""",4,VIZ Media LLC,Paperback,200,2022,2021,2022/01/31,2022/01/31,"mangas, read-2021","mangas (#108), read-2021 (#136)",read,,,,1,0
57860912,"Sasaki and Miyano, Vol. 4",Shou Harusono,"Harusono, Shou",,"=""197532384X""","=""9781975323844""",4,Yen Press,Paperback,162,2021,2018,2022/01/29,2022/01/29,"mangas, read-2022","mangas (#103), read-2022 (#20)",read,,,,1,0
55922146,"Sasaki and Miyano, Vol. 2",Shou Harusono,"Harusono, Shou",,"=""1975323297""","=""9781975323295""",3,Yen Press,Paperback,130,2021,2017,2022/01/28,2022/01/27,"mangas, read-2022","mangas (#101), read-2022 (#19)",read,,,,1,0
56817473,"Sasaki and Miyano, Vol. 3",Shou Harusono,"Harusono, Shou",,"=""1975323823""","=""9781975323820""",4,Yen Press,Paperback,146,2021,2018,2022/01/29,2022/01/28,"mangas, read-2022","mangas (#102), read-2022 (#18)",read,,,,1,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""1984806734""","=""9781984806734""",3,Berkley,Paperback,358,2020,2020,2021/12/18,2021/11/07,"romance, read-2021","romance (#23), read-2021 (#135)",read,,,,1,0
54896940,"Sasaki and Miyano, Vol. 1",Shou Harusono,"Harusono, Shou",,"=""1975320336""","=""9781975320331""",3,Yen Press,Paperback,130,2021,2016,2022/01/27,2022/01/27,"mangas, read-2022","mangas (#100), read-2022 (#16)",read,this was so funny and really cute.,,,1,0
56978115,The Red Palace,June Hur,"Hur, June",,"=""1250800552""","=""9781250800558""",5,Feiwel & Friends,Hardcover,321,2022,2022,2022/01/25,2021/08/20,"favorites, read-2022","favorites (#4), read-2022 (#14)",read,"i’m so obsessed with this book, it’s everything i hoped for and more!! one of my most expected of 2022 and it absolutely did not disappoint. <br/><br/>i read it all in one sitting, this story wouldn’t let me go. i love hyeon and eojin so much, they made me believe in love again. the plot was just as interesting as the characters were to me, june hur’s mysteries always surprise me.<br/><br/>the red palace’s story is really compelling, it made me feel like i put my heart inside a blender while also giving me a warm hug. which is everything i want in a book, honestly.",,,1,0
36283458,Fuel the Fire (Calloway Sisters #3),Krista Ritchie,"Ritchie, Krista",Becca Ritchie,"=""1635764068""","=""9781635764062""",0,EverAfter Romance,Paperback,574,2017,2015,2022/01/16,2021/10/08,"romance, read-2021","romance (#22), read-2021 (#118)",read,,,,1,0
26148181,"Some Kind of Perfect (Calloway Sisters, #5)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,"=""""","=""""",0,,ebook,664,2016,2016,2022/01/18,2022/01/20,read-2022,read-2022 (#7),read,,,,1,0
39341199,Long Way Down (Calloway Sisters #4),Krista Ritchie,"Ritchie, Krista",Becca Ritchie,"=""0990622584""","=""9780990622581""",0,K.B. Ritchie,ebook,641,2015,2015,2022/01/17,2022/01/20,read-2022,read-2022 (#6),read,,,,1,0
59126141,Quem matou Capitão Gancho?,Anna Anchieta,"Anchieta, Anna",,"=""""","=""""",5,,Kindle Edition,422,2021,2020,2021/04/06,2021/03/10,"read-2021, favorites","read-2021 (#56), favorites (#1)",read,,,,2,0
38251245,"A Question of Holmes (Charlotte Holmes, #4)",Brittany Cavallaro,"Cavallaro, Brittany",,"=""006284024X""","=""9780062840240""",4,Katherine Tegen Books,ebook,320,2019,2019,2022/01/13,2022/01/12,read-2022,read-2022 (#5),read,"i am literally crying, i feel like my heart is breaking and i already miss jamie and charlotte.",,,1,0
33810737,"The Case for Jamie (Charlotte Holmes, #3)",Brittany Cavallaro,"Cavallaro, Brittany",,"=""0062398970""","=""9780062398970""",4,Katherine Tegen Books,Hardcover,349,2018,2018,2022/01/12,2022/01/12,read-2022,read-2022 (#4),read,,,,1,0
50523477,"The Jasmine Throne (The Burning Kingdoms, #1)",Tasha Suri,"Suri, Tasha",,"=""0356515648""","=""9780356515649""",4,Orbit,Paperback,533,2021,2021,2022/01/06,2020/11/14,read-2022,read-2022 (#1),read,,,,1,0
